condition,seed,phase,cost,residual_median,residual_p05,residual_p95,residual_absolute_median,maximum_absolute_residual,prior_ratio_mean,prior_ratio_median,prior_ratio_p05,prior_ratio_p95
D0,17,capture,compression,0.003672394510969665,-0.0002991153535637174,0.00824343653790333,0.012943856208623563,0.017548812978217837,1.0038104961220533,1.0036723945109696,0.9997008846464364,1.0082434365379032
D0,17,capture,velocity,0.007152097636540015,-0.034475050855147106,0.027411539226292938,0.02109120725498951,0.04725039034958175,1.0028764563756687,1.00715209763654,0.9655249491448528,1.0274115392262928
D0,17,capture,smoothness,0.0011257721826516708,-0.049431149529537234,0.046391787148757406,0.016797065897100276,0.06163626381867738,1.00011744716652,1.0011257721826516,0.9505688504704628,1.0463917871487576
D0,17,hold,object,0.017977211782776812,0.008843145229945107,0.026393421244826885,0.02097086306173298,0.03826935473183596,1.0177671582077155,1.017977211782777,1.0088431452299451,1.026393421244827
D0,17,hold,grasp,0.007216413855170348,0.0020540608756332793,0.012674654238040765,0.01734713548378243,0.029721759659635822,1.007258444948014,1.0072164138551702,1.0020540608756332,1.012674654238041
D0,17,hold,compression,0.0008237061798957651,-0.0018445302810264806,0.0041232137492068395,0.007303135415764022,0.0158954955173899,1.000969469104485,1.0008237061798957,0.9981554697189735,1.0041232137492069
D0,17,hold,velocity,0.0045587498445081795,-0.02810934327323047,0.016629424404738267,0.013577243962000031,0.04304083762545728,1.0003374323614593,1.004558749844508,0.9718906567267694,1.0166294244047385
D0,17,hold,smoothness,-0.0015927155041002754,-0.032305434213410804,0.02556227725052059,0.0098046807475072,0.05583371349648312,0.9980204000016726,0.9984072844958998,0.9676945657865892,1.0255622772505204
D0,27,intercept,object,0.034464032332102455,0.008006333947181705,0.05843428764343261,0.038893921454747515,0.06892063045501709,1.033696371217327,1.0344640323321024,1.0080063339471819,1.0584342876434325
D0,27,intercept,grasp,0.0233895336151123,0.006687241523742676,0.039685508583068844,0.04138553970336914,0.05796583236694335,1.0233323641061849,1.0233895336151122,1.006687241523743,1.0396855085830687
D0,27,intercept,compression,-0.003919224382650488,-0.015451081258042433,0.009192786591980055,0.01210689396251896,0.030072602367809377,0.9963844643973871,0.9960807756173494,0.9845489187419575,1.00919278659198
D0,27,intercept,velocity,0.012984069660305977,-0.05348321317881346,0.03939737270772456,0.030987543910741808,0.07087917611002922,1.005373329761659,1.012984069660306,0.9465167868211866,1.0393973727077246
D0,27,intercept,smoothness,0.002551993317127327,-0.03920850855546431,0.028711268716137564,0.0165919981287122,0.06476146892068581,1.0003184719054103,1.0025519933171274,0.9607914914445357,1.0287112687161375
D0,27,pre_impact,object,0.01451761317253113,0.0003413170735041293,0.03685079491138458,0.02545658445358276,0.051737985134124746,1.0165135354037869,1.014517613172531,1.000341317073504,1.0368507949113845
D0,27,pre_impact,grasp,0.010332950592041017,-0.0012237741622924802,0.025105600822448726,0.030192303009033205,0.04449349731445313,1.0113053882857421,1.010332950592041,0.9987762258377075,1.0251056008224486
