condition,seed,phase,cost,residual_median,residual_p05,residual_p95,residual_absolute_median,maximum_absolute_residual,prior_ratio_mean,prior_ratio_median,prior_ratio_p05,prior_ratio_p95
D2,17,intercept,velocity,1.7796182269603014,-0.7706409022600856,2.454870997339487,1.7917944461107254,2.7400716324150562,2.214611029108962,2.7796182269603014,0.22935909773991445,3.454870997339487
D2,17,intercept,smoothness,-0.02344617007752999,-0.7315216670558121,1.5700397503276953,0.6077346987451844,1.8933552669420055,1.2720440647716438,0.9765538299224701,0.268478332944188,2.570039750327695
D2,17,pre_impact,object,1.757665922721227,0.48327181819279985,6.832617242026327,1.758100456237793,8.243576375802359,3.330710968797023,2.757665922721227,1.4832718181928,7.832617242026327
D2,17,pre_impact,grasp,1.6268134745788572,1.3634488339157105,1.9678096406249999,1.631143287658691,2.0893061849975587,2.626523442830903,2.6268134745788574,2.3634488339157103,2.967809640625
D2,17,pre_impact,compression,1.5238633208345673,1.224306189360033,1.814193359543713,1.5241287433476425,1.8306721061097924,2.5289428670883187,2.5238633208345673,2.2243061893600333,2.8141933595437125
D2,17,pre_impact,velocity,1.3987599886426045,-0.7466811492845099,2.013287294112847,1.4180220137352912,2.080731447790114,1.9851915606644968,2.398759988642604,0.25331885071549,3.013287294112847
D2,17,pre_impact,smoothness,-0.019540161750937517,-0.7039848594489679,1.3137318244928764,0.5874662369974142,1.4088155464200443,1.1986524761836421,0.9804598382490625,0.29601514055103206,2.3137318244928764
D2,17,capture,object,2.1456134726688365,0.5175790480694362,9.128963851450877,2.1489187380343684,10.344323657603958,3.953875598578859,3.1456134726688365,1.5175790480694362,10.128963851450877
D2,17,capture,grasp,1.7707785058787922,1.4694867395274727,2.1163536115237207,1.7734992614125873,2.212048852037464,2.7691595599422847,2.770778505878792,2.469486739527473,3.1163536115237207
D2,17,capture,compression,1.7371288361014996,1.3138786070898754,1.941931187557403,1.7380105326344522,1.9558255208010098,2.689034258931571,2.7371288361014994,2.3138786070898756,2.9419311875574032
D2,17,capture,velocity,1.5926403379947052,-0.7469636124386141,2.1622636283053076,1.60640885089378,2.2282664305362214,2.113573888235174,2.5926403379947054,0.2530363875613859,3.1622636283053076
D2,17,capture,smoothness,-0.006688477703204048,-0.7159754192095988,1.399805708462519,0.6144446649514086,1.489302502110347,1.233766570409992,0.9933115222967959,0.2840245807904011,2.399805708462519
D2,17,hold,object,1.726844840550397,0.3909505407769478,7.163435047432925,1.7271803169691826,9.784248892890556,3.3286819038023547,2.7268448405503967,1.3909505407769482,8.163435047432925
D2,17,hold,grasp,1.6281697144034144,1.290933013595168,1.9594971318734105,1.6295077737425063,2.1947309743807377,2.620518369901535,2.628169714403414,2.290933013595168,2.9594971318734102
D2,17,hold,compression,1.7220123238322507,1.27881108062218,1.9610177240648268,1.722353137320468,2.0395949492527596,2.6865152407511887,2.7220123238322502,2.2788110806221793,2.9610177240648268
D2,17,hold,velocity,1.5462424168145101,-0.7358429687295313,2.105824494700349,1.5566647804086828,2.2649595669335514,2.074795871034692,2.54624241681451,0.2641570312704687,3.1058244947003484
D2,17,hold,smoothness,-0.010230396313154035,-0.699321704766711,1.3866581280801753,0.6058662343972399,1.5311298485873406,1.23772821181672,0.9897696036868459,0.30067829523328904,2.3866581280801755
D2,27,intercept,object,23.769857986768088,6.898606418482462,117.08449472108686,23.769958024819694,120.28491644477845,43.17848421936135,24.769857986768088,7.898606418482462,118.08449472108686
D2,27,intercept,grasp,-0.37282598062515254,-0.39854081541061404,-0.03943790591430668,0.4631501529121398,0.6872586413478851,0.679418911349003,0.6271740193748474,0.601459184589386,0.9605620940856935
D2,27,intercept,compression,-0.652220369957305,-0.6615967889298173,-0.6378858459114402,0.6617286886421764,0.6801358176881465,0.34854925331959213,0.34777963004269485,0.3384032110701826,0.36211415408855985
D2,27,intercept,velocity,-0.27198728181421755,-0.7289823347414495,0.4713509266078472,0.46539951957995074,0.845590694071725,0.7827737130630904,0.7280127181857824,0.2710176652585506,1.4713509266078473
D2,27,intercept,smoothness,-0.08708842248337832,-0.7361934623444961,2.417202582987732,0.5959588081072169,2.4883906717628697,1.3699735357354164,0.9129115775166217,0.2638065376555039,3.4172025829877315
D2,27,pre_impact,object,15.09888286058108,5.784014546028772,84.04338472284473,15.100400656779607,103.66135491927467,27.608745185280128,16.098882860581078,6.784014546028772,85.04338472284473
D2,27,pre_impact,grasp,-0.348883461484909,-0.39398463068532935,-0.02148858674049384,0.43111827349662785,0.6561981156921387,0.6983186484063925,0.6511165385150909,0.6060153693146706,0.9785114132595061
D2,27,pre_impact,compression,-0.6457733309880751,-0.6599288471340111,-0.6206145361569905,0.6476490871605379,0.6638902686849439,0.35737998698139684,0.35422666901192484,0.3400711528659889,0.3793854638430095
D2,27,pre_impact,velocity,-0.25197417225956315,-0.7134412914723911,0.400739662086156,0.4277831736815758,0.8148157309954176,0.7763676054208837,0.7480258277404368,0.28655870852760884,1.400739662086156
D2,27,pre_impact,smoothness,-0.102014991103835,-0.708335264027988,2.0212061073966683,0.5598714287970817,2.2978624915562182,1.2554568554433887,0.897985008896165,0.291664735972012,3.0212061073966687
D2,27,capture,object,10.282939681920936,2.8507209441548476,90.59685176171732,10.295017286489637,99.18042857069032,29.04569247098589,11.282939681920936,3.8507209441548476,91.59685176171732
D2,27,capture,grasp,-0.3138151428769909,-0.3594709165687911,-0.04255155729691072,0.37855095338234007,0.5659739516141231,0.7275964772015959,0.6861848571230093,0.640529083431209,0.9574484427030893
D2,27,capture,compression,-0.5823349918026509,-0.6105778724460804,-0.49033971947005467,0.585013051986839,0.6162278238476128,0.43191934672197796,0.41766500819734903,0.3894221275539195,0.5096602805299453
D2,27,capture,velocity,-0.19386693204061067,-0.6363823958917452,0.35711357386612663,0.34545175666231315,0.757739457058724,0.8066078858979572,0.8061330679593894,0.36361760410825494,1.3571135738661266
D2,27,capture,smoothness,-0.08542453559655055,-0.6378105718771853,1.5242345038694338,0.4577788901926694,1.6908357936552005,1.1574807697884137,0.9145754644034494,0.3621894281228147,2.524234503869434
D2,27,hold,object,13.201608789176992,3.4904593545261764,85.18593649313499,13.201695696539318,94.48953062614252,29.77480616658033,14.201608789176992,4.490459354526176,86.18593649313499
D2,27,hold,grasp,-0.3479654039760087,-0.37723772111165643,-0.06019089562000623,0.41053059478981363,0.5904778533099558,0.6978814115527298,0.6520345960239912,0.6227622788883436,0.9398091043799938
D2,27,hold,compression,-0.6099684653899848,-0.6228606705805673,-0.5301534258528541,0.6104920082117448,0.6358907398328981,0.3994584821014623,0.3900315346100152,0.3771393294194328,0.46984657414714603
D2,27,hold,velocity,-0.19739535252362272,-0.669559504713863,0.3927131784038211,0.37928887789414895,0.7607403960322172,0.7983961473814717,0.8026046474763774,0.3304404952861369,1.392713178403821
D2,27,hold,smoothness,-0.08051523934614944,-0.6715022743394419,1.84098376622806,0.4929686117950806,2.0094098937819185,1.2428817416947755,0.9194847606538504,0.32849772566055807,2.8409837662280597
D3,7,intercept,object,4.454197456200917,0.7406436100562414,13.55110735809803,4.455103585481643,14.19482698138555,6.378464695546286,5.454197456200919,1.7406436100562417,14.55110735809803
D3,7,intercept,grasp,-0.2102623999786377,-0.3023790090961457,0.3396312323074339,0.3936898625564576,0.6589049263000488,0.8638348106860012,0.7897376000213623,0.6976209909038543,1.339631232307434
D3,7,intercept,compression,0.3186277443561294,0.19118987954311253,1.7526133920794211,0.3751206744444269,2.20272508538924,1.516020230723241,1.3186277443561294,1.1911898795431126,2.752613392079421
D3,7,intercept,velocity,-0.10407674953341484,-0.6184476797711104,0.7179183699339626,0.4099030255153775,1.250001477971673,0.8684414357146625,0.8959232504665852,0.3815523202288896,1.7179183699339626
D3,7,intercept,smoothness,-0.0629617871647807,-0.5689050440024764,2.1994449669671066,0.35861340054514407,2.645789048697218,1.1187568140496287,0.9370382128352194,0.43109495599752357,3.1994449669671057
D3,7,pre_impact,object,1.4502040716012317,0.30321583220064646,8.61304784965515,1.6612747793992362,11.788479806939764,3.62924308612677,2.450204071601232,1.3032158322006464,9.61304784965515
D3,7,pre_impact,grasp,-0.15557760551452635,-0.2769188282413483,-0.04183560889816287,0.3085512963104248,0.4435540989303589,0.8396258251380925,0.8444223944854737,0.7230811717586516,0.9581643911018369
D3,7,pre_impact,compression,0.24719989566903663,0.06392099948653582,0.4656541720396691,0.2786695057084904,0.4945156301305296,1.252967228671634,1.2471998956690369,1.0639209994865357,1.4656541720396692
D3,7,pre_impact,velocity,-0.12926379437230892,-0.5018999996717727,0.22210792300076215,0.2721431444667896,0.7312627953347279,0.8744271432570383,0.8707362056276909,0.49810000032822727,1.222107923000762
D3,7,pre_impact,smoothness,-0.08134219434794222,-0.430092819454361,0.6910405744879671,0.2106226108079113,1.8684443537295063,0.9948958951471536,0.9186578056520578,0.569907180545639,1.691040574487967
D3,7,capture,object,2.0774853736278422,0.6263723031295124,4.7730249920317815,2.163881006030844,6.2727572054136465,3.291589525123908,3.0774853736278427,1.6263723031295125,5.7730249920317815
D3,7,capture,grasp,-0.05637524676301124,-0.16371589778245307,0.03551198457564573,0.3646341178612417,0.47868556312777627,0.9430560191681185,0.9436247532369887,0.8362841022175469,1.035511984575646
D3,7,capture,compression,0.6700631672195959,0.3618881130770863,0.9351187410246934,0.6859590239136711,1.0002625236024196,1.669248535428701,1.6700631672195958,1.3618881130770863,1.9351187410246935
D3,7,capture,velocity,0.1049379501116505,-0.5130759486644241,0.4167616117585676,0.40405161792564237,0.8644655893209893,0.9997298560970167,1.1049379501116505,0.4869240513355759,1.4167616117585677
D3,7,capture,smoothness,-0.03005112149951005,-0.48719080204018,0.9408421034775583,0.32637160611762417,1.199758541974735,1.0473957509792757,0.96994887850049,0.5128091979598199,1.9408421034775583
D3,7,hold,object,0.7583315374959761,0.1767143296902445,1.9565323475302614,0.9640740920158409,6.175345013923508,1.8648670481121479,1.7583315374959758,1.1767143296902445,2.9565323475302607
D3,7,hold,grasp,-0.09697716264034537,-0.19075480075896709,-0.03332660973583727,0.15887818772276255,0.4109955494410463,0.9020252603569948,0.9030228373596546,0.8092451992410328,0.9666733902641628
D3,7,hold,compression,0.28624146819635155,0.12536846296973533,0.46501249985777393,0.3563528633549903,0.7884213035968903,1.2944163308721681,1.2862414681963517,1.1253684629697351,1.4650124998577738
D3,7,hold,velocity,0.013344922659454937,-0.30693262178580155,0.2665027340445773,0.17177452319660405,0.6399237962142781,0.9770094090352388,1.0133449226594549,0.6930673782141984,1.2665027340445774
D3,7,hold,smoothness,-0.026070735365483575,-0.29377893400552463,0.3940523291698816,0.19236915850287592,1.119721712611669,1.0042144513240145,0.9739292646345162,0.7062210659944754,1.3940523291698816
D3,17,intercept,object,0.2057411821285883,-0.48150397062699,7.162900176310537,0.7233859819571177,8.847032635688782,2.012414295554359,1.2057411821285884,0.51849602937301,8.162900176310536
D3,17,intercept,grasp,3.5603701613616945,1.2653924477043155,5.833107247077942,3.568405158729553,5.932015781555176,4.556200822347797,4.5603701613616945,2.2653924477043152,6.833107247077942
D3,17,intercept,compression,2.658792852572458,0.3399278993438035,2.9643457779478912,2.669414967381731,3.1004931941554963,3.3640057680850544,3.658792852572458,1.3399278993438033,3.9643457779478912
D3,17,intercept,velocity,2.458328106999397,-0.7031276391840074,4.507251001358032,2.478378658276051,4.657612048126757,3.095113166268541,3.458328106999397,0.29687236081599255,5.507251001358031
D3,17,intercept,smoothness,0.0946641304393987,-0.6485661249453301,2.8059035381540127,0.38611635364092733,3.1653079770087005,1.5512184105801305,1.0946641304393987,0.3514338750546698,3.8059035381540127
D3,17,pre_impact,object,0.03433462792634963,-0.5162504599134128,3.9742506401737523,0.6406230940222741,4.734609807173411,1.5683332268813126,1.0343346279263497,0.4837495400865873,4.974250640173754
D3,17,pre_impact,grasp,3.6285586877441403,3.074177877738953,5.7373484538192745,3.633929208831787,5.8549599603271485,4.894035051392283,4.628558687744141,4.074177877738952,6.7373484538192745
D3,17,pre_impact,compression,2.8747147091326095,2.6606048032186895,3.1290776941441916,2.8752104078856338,3.1693008763941752,3.8842963786064773,3.8747147091326095,3.660604803218689,4.129077694144192
D3,17,pre_impact,velocity,2.6404036435557168,-0.611566604976558,4.526118804258573,2.647087829459565,4.59848080496421,3.3661130704066,3.6404036435557168,0.3884333950234421,5.526118804258573
D3,17,pre_impact,smoothness,0.19796337401107422,-0.6080032021647193,3.0141703575796277,0.5046940782674476,3.1030493457897954,1.6614642903261432,1.1979633740110742,0.39199679783528074,4.014170357579627
D3,17,capture,object,0.19449038422816006,-0.4149742099004295,2.6682851665076144,1.0273610774330388,3.653993147318456,1.4981720021423885,1.19449038422816,0.5850257900995706,3.6682851665076153
D3,17,capture,grasp,3.2984715283708317,2.740607746601141,4.793228063248698,3.3991268301804434,5.102163816600644,4.454244507551321,4.298471528370832,3.740607746601141,5.793228063248698
D3,17,capture,compression,3.9142512356805703,3.5451421435265673,4.5256134493192715,4.026684426643049,4.911507335021921,4.966303014119557,4.91425123568057,4.545142143526567,5.5256134493192715
D3,17,capture,velocity,2.7443896458725647,-0.5736565431809711,4.629175309127869,2.835169892123646,4.8616787940045505,3.473870092883233,3.7443896458725643,0.42634345681902885,5.629175309127869
D3,17,capture,smoothness,0.22431073228577214,-0.687824291212232,4.760503307843185,0.6023659125265645,5.2505074855067155,1.971421920897918,1.2243107322857723,0.3121757087877679,5.760503307843185
D3,17,hold,object,-0.10052678840139694,-0.5410175455136322,1.853191661642462,0.4816049143827887,3.1701282799027415,1.123898259067609,0.899473211598603,0.45898245448636776,2.853191661642462
D3,17,hold,grasp,2.363055754881372,1.755007679283865,3.679049407690914,2.3732734147166172,4.82796771469525,3.4940509447756263,3.363055754881372,2.755007679283865,4.679049407690914
D3,17,hold,compression,2.4912061292025665,1.9861885400611003,3.5863982644613572,2.5108267675939118,4.9001187145588245,3.6110850633153895,3.4912061292025665,2.9861885400611,4.586398264461357
D3,17,hold,velocity,1.9297783668345243,-0.545276211228449,3.441181740964282,1.9432468677746002,4.772799223643926,2.7518813240388713,2.9297783668345243,0.45472378877155084,4.441181740964282
D3,17,hold,smoothness,0.1357621998098671,-0.5879488140232126,3.0861802790079964,0.45513752130729646,5.237391627836805,1.6153532643599327,1.135762199809867,0.41205118597678736,4.086180279007997
D3,27,intercept,object,0.8893301847775777,-0.009242281325658163,4.328609431171417,0.9179598937034608,4.467003311793009,2.2963037252613328,1.8893301847775774,0.9907577186743418,5.328609431171417
D3,27,intercept,grasp,5.9254093235015874,1.3513361565780642,12.956137816909791,5.9276959423828135,13.324935570373537,6.9776830873354365,6.9254093235015874,2.351336156578064,13.956137816909791
D3,27,intercept,compression,0.3069011026896372,0.20903060591361514,0.4891191555784023,0.36682278786863703,0.5600665260468941,1.3181087132104619,1.3069011026896373,1.209030605913615,1.4891191555784018
D3,27,intercept,velocity,1.9947875954210759,-0.6593470198030118,2.9842713299840686,2.0001239525247367,3.0370598675310614,2.584458481034813,2.9947875954210756,0.34065298019698814,3.9842713299840695
D3,27,intercept,smoothness,0.32024328427026744,-0.5705647301642124,0.9891661801220301,0.4716605205353644,1.0731733020434406,1.2848078043212134,1.3202432842702674,0.42943526983578756,1.98916618012203
D3,27,pre_impact,object,0.3047293302218119,-0.07943577002684275,2.5098420341014847,0.36577445483207705,3.8304815796216327,1.6561908606061082,1.304729330221812,0.9205642299731572,3.509842034101485
D3,27,pre_impact,grasp,3.241342781066894,1.2443963795928956,7.6084926174621526,3.2445841142272944,11.82458696243286,4.6325249837869595,4.241342781066894,2.2443963795928954,8.608492617462153
D3,27,pre_impact,compression,0.29283377672506666,0.19683349726675906,0.3907305012841393,0.3210631477983621,0.4173937045174893,1.295393720300779,1.2928337767250668,1.196833497266759,1.390730501284139
D3,27,pre_impact,velocity,1.0299118022801872,-0.5857820300238596,2.673435579103911,1.0613672866848338,2.8672984946071107,2.096998430633043,2.0299118022801874,0.4142179699761403,3.673435579103911
D3,27,pre_impact,smoothness,0.17692225631504563,-0.5053151014857863,0.85194794618442,0.3668690852534617,1.0180406682592875,1.1915809836507645,1.1769222563150457,0.49468489851421377,1.85194794618442
D3,27,capture,object,-0.15947066577350977,-0.289420051594866,0.12242501831215481,0.22674716758422372,0.6632497620430614,0.8709447777603505,0.8405293342264903,0.7105799484051338,1.1224250183121547
D3,27,capture,grasp,0.11155338179460338,-0.09287775822752822,0.4703686043988343,0.545696208589121,1.4321235806970214,1.1337324173485872,1.1115533817946035,0.9071222417724717,1.4703686043988344
D3,27,capture,compression,0.07720796588851778,-0.0038686365255941497,0.14809406205698133,0.1819633542968666,0.2663164395451631,1.074376467705182,1.0772079658885176,0.9961313634744059,1.1480940620569813
D3,27,capture,velocity,0.04254745734548581,-0.34802479113683293,1.770385382426654,0.37111399955426183,2.430038288298952,1.2036818273139762,1.0425474573454858,0.6519752088631671,2.770385382426655
D3,27,capture,smoothness,-0.03065210784541235,-0.29413808803126257,1.0177578204190922,0.18874307925758285,1.277968871228169,1.1395094523435165,0.9693478921545876,0.7058619119687375,2.0177578204190927
D3,27,hold,object,-0.0026563632326843307,-0.18158277993780195,0.20306103671048958,0.09411824859917296,0.5473155958939868,1.001168535832658,0.9973436367673156,0.818417220062198,1.2030610367104895
D3,27,hold,grasp,0.3471169110155478,-0.08157904364915754,0.7365587899816222,0.4643153316898798,1.3017471322072496,1.3364709327175301,1.3471169110155476,0.9184209563508425,1.7365587899816222
D3,27,hold,compression,0.07421055030625537,-0.06358653289472387,0.13171434734979143,0.1374458678787064,0.2423294499959974,1.0585597717528488,1.0742105503062553,0.9364134671052761,1.1317143473497915
D3,27,hold,velocity,0.1544010881214107,-0.32461075266463313,0.5738348488798326,0.27366212771348597,1.86233175357652,1.1423238623131844,1.1544010881214108,0.6753892473353668,1.5738348488798326
D3,27,hold,smoothness,-0.014601649400975357,-0.24871384589575612,0.43224272792545926,0.13444229856572007,1.049627715336601,1.0397770835344236,0.9853983505990247,0.7512861541042439,1.4322427279254595
M0,7,intercept,object,15.42179886889458,-0.5851758413416643,70.48264108911354,15.422033399899803,73.89656078974406,24.73347997093418,16.42179886889458,0.41482415865833566,71.48264108911354
M0,7,intercept,grasp,-0.6598463164186478,-0.6823076348001957,5.588858273559569,0.6708067048501968,9.95564258529663,1.274969106062882,0.3401536835813522,0.3176923651998043,6.588858273559569
M0,7,intercept,compression,-0.3895926015838221,-0.4281488437557068,5.923565764010824,0.4423725103815457,7.313800488206737,1.4692314907690442,0.610407398416178,0.5718511562442934,6.923565764010823
M0,7,intercept,velocity,-0.6041234224382788,-0.6843453475674615,7.686448790773747,0.6221251277858392,11.42809499785304,1.4370458048443089,0.39587657756172123,0.3156546524325386,8.686448790773747
M0,7,intercept,smoothness,-0.32808918533900105,-0.6010224552672736,2.8360902145063096,0.47165421229184845,5.0565195414197515,1.1929001268099342,0.671910814660999,0.3989775447327264,3.8360902145063083
M0,7,pre_impact,object,17.811518048206967,2.598947952183088,59.49229773283003,17.81156486050288,65.56790535179775,24.07014194136431,18.811518048206967,3.5989479521830874,60.49229773283003
M0,7,pre_impact,grasp,-0.6633042049598694,-0.6897937009894848,-0.6324443977203369,0.6668969798469544,0.6969177486801148,0.33853806516121365,0.3366957950401306,0.3102062990105152,0.36755560227966305
M0,7,pre_impact,compression,-0.3514336788592868,-0.41029817012721237,-0.2972117066864329,0.4188507840938433,0.47718455368435464,0.6466649504258711,0.6485663211407133,0.5897018298727876,0.7027882933135672
M0,7,pre_impact,velocity,-0.6224615310933941,-0.6895183379907343,-0.19891544194972546,0.6240216930550377,0.6968419462631047,0.43338785757129455,0.3775384689066059,0.3104816620092657,0.8010845580502746
M0,7,pre_impact,smoothness,-0.3970810409636836,-0.6094981349844123,2.5299406933426236,0.48353759842104993,2.6009409125691825,0.998162135008422,0.6029189590363164,0.3905018650155877,3.5299406933426227
M0,7,capture,object,4.331082162957046,0.6373037827933542,10.548546945666923,4.997965645348243,48.39567718499471,5.890858681301716,5.331082162957046,1.6373037827933539,11.548546945666923
M0,7,capture,grasp,3.570639762522326,1.5316252682674234,6.508815744490851,4.2564744176127185,7.973358105719593,4.735210470432011,4.570639762522326,2.5316252682674234,7.508815744490851
M0,7,capture,compression,5.3209368766524,3.055673870566943,6.021188238824929,5.572462919404018,6.5617785809861715,6.046864750752964,6.3209368766524,4.055673870566943,7.021188238824931
M0,7,capture,velocity,6.485914212811614,-0.4326702250820008,8.492341743966342,7.106301551207937,9.44409535662545,6.0333243216569725,7.485914212811614,0.5673297749179993,9.492341743966342
M0,7,capture,smoothness,0.2798177455788771,-0.5354459846745452,4.582803722859508,0.7601282075953211,4.853012584485978,2.0426654477790778,1.279817745578877,0.46455401532545476,5.582803722859508
M0,7,hold,object,9.279447061925524,1.8378296739348854,22.983531456906974,9.279447223089091,32.2338373458636,11.065103260461344,10.279447061925524,2.837829673934885,23.983531456906974
M0,7,hold,grasp,-0.5321501221725525,-0.6042421908286207,-0.4970845523401146,0.5338886885021734,0.6605997455854321,0.46317412399355007,0.46784987782744747,0.39575780917137926,0.5029154476598854
M0,7,hold,compression,-0.2614390428208553,-0.3277545204511411,-0.2211587973742471,0.3458933363196486,0.4432689658843447,0.7360346161324358,0.7385609571791446,0.6722454795488589,0.778841202625753
M0,7,hold,velocity,-0.5017930830946107,-0.5837571846893544,-0.11354088835008387,0.5027958545185706,0.6629278275766114,0.5436256045582847,0.4982069169053895,0.4162428153106455,0.8864591116499161
M0,7,hold,smoothness,-0.3156681189903001,-0.503624824033472,1.6571630830559505,0.3837424384400609,2.4146954119073394,0.9497332917456998,0.6843318810096999,0.496375175966528,2.6571630830559503
M0,17,intercept,object,3.298968949397405,1.3548210805853207,11.626172701406482,3.3201700790723168,11.973792791366577,5.519265251854848,4.298968949397405,2.3548210805853205,12.626172701406482
M0,17,intercept,grasp,0.09387512001037597,-0.07592722420501709,0.5988924722442627,0.3227233296203613,0.7221760417175294,1.1895214639458511,1.093875120010376,0.924072775794983,1.5988924722442628
M0,17,intercept,compression,6.2899756836336005,1.327224416047716,7.5408782250675825,6.349318233328786,7.810003338977644,6.158803505419761,7.2899756836336005,2.3272244160477165,8.540878225067582
M0,17,intercept,velocity,0.2736449353955686,-0.7588567688183393,1.5207196954563258,0.830470171913039,1.9056186185777186,1.3574138504789284,1.2736449353955686,0.24114323118166067,2.520719695456326
M0,17,intercept,smoothness,0.022873817229661066,-0.728371430272639,6.519188793956282,0.7232352496969849,7.717898072408168,2.0537595693976973,1.0228738172296612,0.2716285697273611,7.519188793956282
M0,17,pre_impact,object,2.750791022618612,1.0330723122239114,8.796656035955744,2.7704703392982486,10.69374050037066,4.526757164551216,3.750791022618612,2.0330723122239114,9.796656035955744
M0,17,pre_impact,grasp,0.029821059761047354,-0.10574542029953,0.4760870666427611,0.27852191249847413,0.659518018951416,1.1132152232259869,1.0298210597610475,0.8942545797004701,1.476087066642761
M0,17,pre_impact,compression,4.703970837877968,1.0597882885667216,6.79522846721753,4.757774951449991,7.39705722907282,5.466447983615613,5.703970837877969,2.059788288566722,7.79522846721753
M0,17,pre_impact,velocity,0.2460966061345921,-0.7000814610045708,1.4111632598778814,0.7937199991670539,1.7633100423533359,1.2740963674559256,1.2460966061345922,0.29991853899542925,2.4111632598778816
M0,17,pre_impact,smoothness,0.03263287180063905,-0.677691363958208,5.299748323973103,0.701596287723734,6.243181524478109,1.8326753765632957,1.0326328718006392,0.322308636041792,6.299748323973103
M0,17,capture,object,1.028327065365922,0.190492037328675,3.060464924212748,1.193186619181799,3.6483800612834796,2.256537999064676,2.0283270653659224,1.1904920373286751,4.060464924212749
M0,17,capture,grasp,-0.08336556561785496,-0.1805368196857774,0.12796909053061128,0.18260448632267204,0.32975848426260435,0.950027842058668,0.9166344343821449,0.8194631803142225,1.1279690905306115
M0,17,capture,compression,2.446800753063175,0.488751540497933,2.9742476555417934,2.5398258798749893,3.161766637842701,3.0867962923179695,3.4468007530631746,1.4887515404979328,3.9742476555417934
M0,17,capture,velocity,0.13678378870953373,-0.48968037697575806,1.0204607134721349,0.48053796538221993,1.435358489498405,1.1965204340970057,1.1367837887095338,0.5103196230242419,2.0204607134721346
M0,17,capture,smoothness,0.07842895435884711,-0.5206315853359956,2.526104279859671,0.46670295690824437,2.8439393751004554,1.405982425205397,1.078428954358847,0.4793684146640044,3.526104279859671
M0,17,hold,object,0.9704870074603654,0.15621914758997535,2.533957170779753,0.9977164429525149,3.4508277618501833,2.125053779495882,1.9704870074603655,1.1562191475899752,3.533957170779753
M0,17,hold,grasp,-0.017979712068786503,-0.16044464764312186,0.17873879480151048,0.14268387834390067,0.33957900022574894,1.0007383736703355,0.9820202879312134,0.8395553523568781,1.1787387948015104
M0,17,hold,compression,1.4639001148796853,0.14792579389458851,2.1536610763655424,1.5326188506067677,2.79716716431024,2.278415992350301,2.463900114879685,1.1479257938945888,3.153661076365543
M0,17,hold,velocity,-0.052124090895279675,-0.6054016705885628,0.6998957256763607,0.3418994570570725,1.723511418993625,1.0178286231236189,0.9478759091047204,0.39459832941143724,1.6998957256763612
M0,17,hold,smoothness,-0.046524300016850095,-0.5521103624158036,2.1429930890900115,0.4089133805603938,2.8744984201268227,1.2837308653936184,0.95347569998315,0.44788963758419653,3.1429930890900115
M0,27,intercept,object,4.214314756790797,1.3856937506914142,14.571059132091204,4.214419739723207,15.230350428422291,6.05935975042134,5.214314756790798,2.3856937506914138,15.571059132091204
M0,27,intercept,grasp,0.04079324905395507,-0.07419425205612183,0.12935157994079585,0.35346877944946287,0.4289488882446289,1.034058087374745,1.040793249053955,0.9258057479438782,1.1293515799407958
M0,27,intercept,compression,1.9183481122426969,0.6723105437336782,2.1068459797375505,1.9214199531425542,2.1494532305828744,2.706653046240758,2.918348112242697,1.672310543733678,3.1068459797375505
M0,27,intercept,velocity,0.6123164583742619,-0.7154399386849255,1.1157987289801239,0.6831094567477703,1.2962235037609935,1.3163932718181355,1.612316458374262,0.28456006131507455,2.115798728980124
M0,27,intercept,smoothness,-0.035729346031630846,-0.5441919122151373,1.146805612417972,0.40814681851272555,1.3274837275596898,1.1637105578741065,0.9642706539683692,0.4558080877848627,2.146805612417972
M0,27,pre_impact,object,0.5612148536245029,-0.14853120731661718,5.947050498445828,0.874174391825994,12.57828187719981,2.5666083660144876,1.5612148536245027,0.8514687926833829,6.947050498445828
M0,27,pre_impact,grasp,-0.04389105903625489,-0.18726689532470706,0.19657496511077877,0.1827006491088867,0.367615404586792,0.9799009958981619,0.9561089409637451,0.8127331046752928,1.1965749651107789
M0,27,pre_impact,compression,0.08622083861744119,-0.2265190206460952,1.7878511059688784,0.4086686379440845,1.8598208550631383,1.4223236884874757,1.0862208386174412,0.7734809793539048,2.787851105968879
M0,27,pre_impact,velocity,-0.014705274060678297,-0.613952385431129,1.5490606361366466,0.28689445569002764,2.3148226164764645,1.1958852552003087,0.9852947259393215,0.3860476145688711,2.549060636136647
M0,27,pre_impact,smoothness,-0.027716836024276575,-0.4563420080955376,0.8949701442293108,0.24203119192574285,1.1805659047809778,1.05403747999925,0.9722831639757235,0.5436579919044624,1.8949701442293105
M0,27,capture,object,-0.1132776854954389,-0.30095691216256787,0.1414892453142908,0.42657879603972865,0.895869096024189,0.901307556784226,0.8867223145045611,0.6990430878374322,1.1414892453142909
M0,27,capture,grasp,0.06652769686730804,-0.006812140046848008,0.13096603912570956,0.15123736846131047,0.22622621819484662,1.0645228932368915,1.066527696867308,0.993187859953152,1.1309660391257095
M0,27,capture,compression,-0.0782159712517939,-0.22716412136038394,0.041534337471231635,0.31478911411673427,0.4772329950754156,0.9155877555077739,0.9217840287482062,0.7728358786396159,1.0415343374712316
M0,27,capture,velocity,-0.006253708714859646,-0.2842048780062421,1.1249805472147305,0.23282845212782446,2.067994727568729,1.1749319321774694,0.9937462912851405,0.7157951219937579,2.1249805472147303
