condition,seed,phase,cost,horizon,weight_mean
D1,7,hold,object,3,67.19230221926266
D1,7,hold,object,4,66.76788868518867
D1,7,hold,object,5,66.20578193537499
D1,7,hold,object,6,65.44874275689347
D1,7,hold,object,7,64.40979626522288
D1,7,hold,grasp,0,16.896020245141433
D1,7,hold,grasp,1,16.946288705851078
D1,7,hold,grasp,2,16.858567452386772
D1,7,hold,grasp,3,16.749219983301526
D1,7,hold,grasp,4,16.68012894520857
D1,7,hold,grasp,5,16.650956303882065
D1,7,hold,grasp,6,16.64077570885491
D1,7,hold,grasp,7,16.63892184758681
D1,7,hold,compression,0,49.36263000123413
D1,7,hold,compression,1,48.59834561486269
D1,7,hold,compression,2,47.78116241726249
D1,7,hold,compression,3,47.184946909531234
D1,7,hold,compression,4,46.85870673989633
D1,7,hold,compression,5,46.72568986245347
D1,7,hold,compression,6,46.685064930037
D1,7,hold,compression,7,46.683609197026215
D1,7,hold,velocity,0,2.742165748977612
D1,7,hold,velocity,1,2.4265746426977137
D1,7,hold,velocity,2,1.7477973012688057
D1,7,hold,velocity,3,1.6480755609456372
D1,7,hold,velocity,4,1.5657929294258186
D1,7,hold,velocity,5,1.4968668428132845
D1,7,hold,velocity,6,1.4527226286129955
D1,7,hold,velocity,7,1.4158377578400747
D1,7,hold,smoothness,0,1.9196678282180106
D1,7,hold,smoothness,1,1.5713678464546619
D1,7,hold,smoothness,2,1.9036820548738667
D1,7,hold,smoothness,3,1.826101490522045
D1,7,hold,smoothness,4,1.567976259846481
D1,7,hold,smoothness,5,1.3156140708930015
D1,7,hold,smoothness,6,1.158197102172059
D1,7,hold,smoothness,7,1.0895123502399322
D1,17,intercept,object,0,44.00634180520437
D1,17,intercept,object,1,43.98454193416826
D1,17,intercept,object,2,43.96760115959949
D1,17,intercept,object,3,43.95374844760096
D1,17,intercept,object,4,43.937412044841594
D1,17,intercept,object,5,43.91639159137231
D1,17,intercept,object,6,43.88952716071522
D1,17,intercept,object,7,43.85013576532067
D1,17,intercept,grasp,0,329.2747280198951
D1,17,intercept,grasp,1,314.9879701380839
D1,17,intercept,grasp,2,308.80936129796044
D1,17,intercept,grasp,3,304.4434735517045
D1,17,intercept,grasp,4,302.8016651329916
D1,17,intercept,grasp,5,301.55560655334455
D1,17,intercept,grasp,6,301.00966251919056
D1,17,intercept,grasp,7,301.10369006953573
D1,17,intercept,compression,0,0.03406286832980314
D1,17,intercept,compression,1,0.03392264993394742
D1,17,intercept,compression,2,0.03409767553540981
D1,17,intercept,compression,3,0.034286789800071694
D1,17,intercept,compression,4,0.03442956856447514
D1,17,intercept,compression,5,0.03445811035014433
D1,17,intercept,compression,6,0.03446301865402813
D1,17,intercept,compression,7,0.03446449635512473
D1,17,intercept,velocity,0,2.2959093047533283
D1,17,intercept,velocity,1,2.3038235465005847
D1,17,intercept,velocity,2,3.892920711416424
D1,17,intercept,velocity,3,4.074245705274248
D1,17,intercept,velocity,4,4.295181251086347
D1,17,intercept,velocity,5,4.737135767394172
D1,17,intercept,velocity,6,4.792681194865979
D1,17,intercept,velocity,7,4.704573795823995
D1,17,intercept,smoothness,0,0.22299954827911264
D1,17,intercept,smoothness,1,0.3145178800425467
D1,17,intercept,smoothness,2,0.3206928386746998
D1,17,intercept,smoothness,3,0.4876410400843372
D1,17,intercept,smoothness,4,0.284676306692909
D1,17,intercept,smoothness,5,0.2808466164997386
D1,17,intercept,smoothness,6,0.39826177654361167
D1,17,intercept,smoothness,7,0.41514688715683484
D1,17,pre_impact,object,0,43.15099466355531
D1,17,pre_impact,object,1,43.12884861893359
D1,17,pre_impact,object,2,43.11342648510948
D1,17,pre_impact,object,3,43.102567263821584
D1,17,pre_impact,object,4,43.090453777716704
D1,17,pre_impact,object,5,43.07584842965298
D1,17,pre_impact,object,6,43.05745931595117
D1,17,pre_impact,object,7,43.02578789732561
D1,17,pre_impact,grasp,0,330.55099156584663
D1,17,pre_impact,grasp,1,318.04023461099524
D1,17,pre_impact,grasp,2,312.74405852336093
D1,17,pre_impact,grasp,3,309.33206392098947
D1,17,pre_impact,grasp,4,308.0727495122118
D1,17,pre_impact,grasp,5,307.1187135147777
D1,17,pre_impact,grasp,6,306.70003461273467
D1,17,pre_impact,grasp,7,306.7831533979986
D1,17,pre_impact,compression,0,0.7014795833401698
D1,17,pre_impact,compression,1,0.6973826329630828
D1,17,pre_impact,compression,2,0.7001500942085539
D1,17,pre_impact,compression,3,0.7035021474629656
D1,17,pre_impact,compression,4,0.7062004135778923
D1,17,pre_impact,compression,5,0.7068454933199356
D1,17,pre_impact,compression,6,0.7069815383586768
D1,17,pre_impact,compression,7,0.7070471537665176
D1,17,pre_impact,velocity,0,1.9701778312970435
D1,17,pre_impact,velocity,1,2.036994803480446
D1,17,pre_impact,velocity,2,3.419660570162299
D1,17,pre_impact,velocity,3,3.5861194237432312
D1,17,pre_impact,velocity,4,3.7645893865411257
D1,17,pre_impact,velocity,5,4.090414290127379
D1,17,pre_impact,velocity,6,4.114631922607272
D1,17,pre_impact,velocity,7,4.041699816440188
D1,17,pre_impact,smoothness,0,0.26951739094138616
D1,17,pre_impact,smoothness,1,0.35329216675214054
D1,17,pre_impact,smoothness,2,0.3631654297230552
D1,17,pre_impact,smoothness,3,0.5496892313375618
D1,17,pre_impact,smoothness,4,0.3406799744904322
D1,17,pre_impact,smoothness,5,0.34021663042819084
D1,17,pre_impact,smoothness,6,0.47003295524599975
D1,17,pre_impact,smoothness,7,0.4899503484164046
D1,17,capture,object,0,14.931059344113319
D1,17,capture,object,1,14.786685146478096
D1,17,capture,object,2,14.727594047074675
D1,17,capture,object,3,14.688528045072136
D1,17,capture,object,4,14.664374471638462
D1,17,capture,object,5,14.644788446639861
D1,17,capture,object,6,14.627530453226157
D1,17,capture,object,7,14.612335337750409
D1,17,capture,grasp,0,202.79270227536207
D1,17,capture,grasp,1,215.48511677573381
D1,17,capture,grasp,2,225.8608229981108
D1,17,capture,grasp,3,232.4786521678456
D1,17,capture,grasp,4,234.1359750874395
D1,17,capture,grasp,5,234.95249592663808
D1,17,capture,grasp,6,235.1751271971781
D1,17,capture,grasp,7,234.99502540526635
D1,17,capture,compression,0,25.672821784648026
D1,17,capture,compression,1,25.64979361038492
D1,17,capture,compression,2,25.64293697799685
D1,17,capture,compression,3,25.641909500763294
D1,17,capture,compression,4,25.64131057459989
D1,17,capture,compression,5,25.64207843441441
D1,17,capture,compression,6,25.641557279848364
D1,17,capture,compression,7,25.64112116679211
D1,17,capture,velocity,0,2.3173214129421638
D1,17,capture,velocity,1,3.052682409939012
D1,17,capture,velocity,2,3.404736776413441
D1,17,capture,velocity,3,3.436874406268922
D1,17,capture,velocity,4,3.4347568154532633
D1,17,capture,velocity,5,3.395179930940394
D1,17,capture,velocity,6,3.2912727457002715
D1,17,capture,velocity,7,3.3590436873070493
D1,17,capture,smoothness,0,0.8854365199941712
D1,17,capture,smoothness,1,0.5633598692122714
D1,17,capture,smoothness,2,0.5441292777309255
D1,17,capture,smoothness,3,0.5657016226770856
D1,17,capture,smoothness,4,0.8206054101763581
D1,17,capture,smoothness,5,0.9132007563761604
D1,17,capture,smoothness,6,0.9135391461062297
D1,17,capture,smoothness,7,0.9093123339162429
D1,17,hold,object,0,45.8150902219081
D1,17,hold,object,1,45.6079877369221
D1,17,hold,object,2,45.52650066210517
D1,17,hold,object,3,45.47512131185539
D1,17,hold,object,4,45.436167208790536
D1,17,hold,object,5,45.404844970999555
D1,17,hold,object,6,45.37187542288036
D1,17,hold,object,7,45.32494114003742
D1,17,hold,grasp,0,23.14622629009216
D1,17,hold,grasp,1,24.029484063868352
D1,17,hold,grasp,2,25.12758830951628
D1,17,hold,grasp,3,26.06618065976471
D1,17,hold,grasp,4,26.345414764264333
D1,17,hold,grasp,5,26.517661916335285
D1,17,hold,grasp,6,26.584183859127617
D1,17,hold,grasp,7,26.583466372106994
D1,17,hold,compression,0,79.27474329289431
D1,17,hold,compression,1,78.98101587787514
D1,17,hold,compression,2,78.86306974201055
D1,17,hold,compression,3,78.80053417062969
D1,17,hold,compression,4,78.77556014581025
D1,17,hold,compression,5,78.77967946807449
D1,17,hold,compression,6,78.77205326929169
D1,17,hold,compression,7,78.76710282890102
D1,17,hold,velocity,0,1.9247214453573926
D1,17,hold,velocity,1,2.298562302233734
D1,17,hold,velocity,2,2.605122604392063
D1,17,hold,velocity,3,2.6340622993514082
D1,17,hold,velocity,4,2.637948702940049
D1,17,hold,velocity,5,2.5534802450692067
D1,17,hold,velocity,6,2.4048141678622375
D1,17,hold,velocity,7,2.4790625502636408
D1,17,hold,smoothness,0,1.8045997296420286
D1,17,hold,smoothness,1,1.3431630549899967
D1,17,hold,smoothness,2,1.2946881094629241
D1,17,hold,smoothness,3,1.244707387956022
D1,17,hold,smoothness,4,1.7195768965996154
D1,17,hold,smoothness,5,1.9096290513141427
D1,17,hold,smoothness,6,1.9413472963003533
D1,17,hold,smoothness,7,1.9395556690359488
D1,27,intercept,object,0,45.23573446820791
D1,27,intercept,object,1,44.978189884350634
D1,27,intercept,object,2,44.85615048948634
D1,27,intercept,object,3,44.78164401175205
D1,27,intercept,object,4,44.709463173320295
D1,27,intercept,object,5,44.61880867775491
D1,27,intercept,object,6,44.49327784128274
D1,27,intercept,object,7,44.328348957066936
D1,27,intercept,grasp,0,354.79534464037033
D1,27,intercept,grasp,1,350.988130601647
D1,27,intercept,grasp,2,350.4121711822721
D1,27,intercept,grasp,3,350.79213290103075
D1,27,intercept,grasp,4,351.3716077543712
D1,27,intercept,grasp,5,351.95154005330284
D1,27,intercept,grasp,6,352.4542230728013
D1,27,intercept,grasp,7,352.93050785940983
D1,27,intercept,compression,0,0.033448087724122826
D1,27,intercept,compression,1,0.03379304164309029
D1,27,intercept,compression,2,0.03386455504123818
D1,27,intercept,compression,3,0.03385370850060939
D1,27,intercept,compression,4,0.03382629442395501
D1,27,intercept,compression,5,0.03380057114024081
D1,27,intercept,compression,6,0.03378002629029046
D1,27,intercept,compression,7,0.033764892936877094
D1,27,intercept,velocity,0,1.987410319072879
D1,27,intercept,velocity,1,3.051790747733932
D1,27,intercept,velocity,2,5.329981724170806
D1,27,intercept,velocity,3,5.216991743255689
D1,27,intercept,velocity,4,5.013094540681927
D1,27,intercept,velocity,5,4.891079249299697
D1,27,intercept,velocity,6,4.743707020362403
D1,27,intercept,velocity,7,4.1350160440913335
D1,27,intercept,smoothness,0,0.5367153739723745
D1,27,intercept,smoothness,1,0.24360503095119743
D1,27,intercept,smoothness,2,0.462960704590219
D1,27,intercept,smoothness,3,0.5118025026018556
D1,27,intercept,smoothness,4,0.4247896232673372
D1,27,intercept,smoothness,5,0.2935574936076063
D1,27,intercept,smoothness,6,0.2732549870076467
D1,27,intercept,smoothness,7,0.2785235540815681
D1,27,pre_impact,object,0,46.15926449256033
D1,27,pre_impact,object,1,45.954595013578746
D1,27,pre_impact,object,2,45.85354863531494
D1,27,pre_impact,object,3,45.787560619471385
D1,27,pre_impact,object,4,45.72066176469818
D1,27,pre_impact,object,5,45.635725737416976
D1,27,pre_impact,object,6,45.518985594287955
D1,27,pre_impact,object,7,45.3603825088575
D1,27,pre_impact,grasp,0,355.15061627472153
D1,27,pre_impact,grasp,1,350.7383550458972
D1,27,pre_impact,grasp,2,350.11781420525904
D1,27,pre_impact,grasp,3,350.6071890087481
D1,27,pre_impact,grasp,4,351.326800353989
D1,27,pre_impact,grasp,5,352.04319028302206
D1,27,pre_impact,grasp,6,352.6578106328454
D1,27,pre_impact,grasp,7,353.2214151344954
D1,27,pre_impact,compression,0,0.5913714948371606
D1,27,pre_impact,compression,1,0.5977683496511672
D1,27,pre_impact,compression,2,0.5991461323271163
D1,27,pre_impact,compression,3,0.5990559005706965
D1,27,pre_impact,compression,4,0.5986580782750716
D1,27,pre_impact,compression,5,0.598272079382705
D1,27,pre_impact,compression,6,0.5979545194220586
D1,27,pre_impact,compression,7,0.5977111697669506
D1,27,pre_impact,velocity,0,1.5815306646904501
D1,27,pre_impact,velocity,1,2.346639043567216
D1,27,pre_impact,velocity,2,4.316328104751263
D1,27,pre_impact,velocity,3,4.29321005746894
D1,27,pre_impact,velocity,4,4.1442960584726505
D1,27,pre_impact,velocity,5,4.0497123692628945
D1,27,pre_impact,velocity,6,3.9223611308716575
D1,27,pre_impact,velocity,7,3.3714216981486396
D1,27,pre_impact,smoothness,0,0.6689597777824932
D1,27,pre_impact,smoothness,1,0.23911807949548464
D1,27,pre_impact,smoothness,2,0.519580628720822
D1,27,pre_impact,smoothness,3,0.572141093993927
D1,27,pre_impact,smoothness,4,0.4509864086045884
D1,27,pre_impact,smoothness,5,0.31165025719703965
D1,27,pre_impact,smoothness,6,0.29321318148133396
D1,27,pre_impact,smoothness,7,0.29942813384643635
D1,27,capture,object,0,33.65606780338072
D1,27,capture,object,1,33.510726962123115
D1,27,capture,object,2,33.44004936049435
D1,27,capture,object,3,33.394445553909655
D1,27,capture,object,4,33.34898417525018
D1,27,capture,object,5,33.29306963329481
D1,27,capture,object,6,33.22143182057501
D1,27,capture,object,7,33.12754667381652
D1,27,capture,grasp,0,209.36748155416458
D1,27,capture,grasp,1,206.10104758823746
D1,27,capture,grasp,2,205.70487541174893
D1,27,capture,grasp,3,206.11173650077825
D1,27,capture,grasp,4,206.67675405591783
D1,27,capture,grasp,5,207.23528479542114
D1,27,capture,grasp,6,207.71069281084277
D1,27,capture,grasp,7,208.13291483331884
D1,27,capture,compression,0,21.928720796411483
D1,27,capture,compression,1,22.026849929979807
D1,27,capture,compression,2,22.037912390538565
D1,27,capture,compression,3,22.023692870806258
D1,27,capture,compression,4,22.004390985670284
D1,27,capture,compression,5,21.986722055225673
D1,27,capture,compression,6,21.97277933143522
D1,27,capture,compression,7,21.96255312673685
D1,27,capture,velocity,0,1.396190862425938
D1,27,capture,velocity,1,1.7294683359720924
D1,27,capture,velocity,2,2.6234774368635665
D1,27,capture,velocity,3,2.668557674252913
D1,27,capture,velocity,4,2.5987868606724387
D1,27,capture,velocity,5,2.555565250187279
D1,27,capture,velocity,6,2.492168978805474
D1,27,capture,velocity,7,2.2219640731876433
D1,27,capture,smoothness,0,0.8950783580691297
D1,27,capture,smoothness,1,0.5457699413304735
D1,27,capture,smoothness,2,0.7682039602478901
D1,27,capture,smoothness,3,0.8115764613991749
D1,27,capture,smoothness,4,0.708940338508736
D1,27,capture,smoothness,5,0.6002039289331506
D1,27,capture,smoothness,6,0.581866685602071
D1,27,capture,smoothness,7,0.5853958739623997
D1,27,hold,object,0,83.75134992364431
D1,27,hold,object,1,83.10140007924213
D1,27,hold,object,2,82.7884907274003
D1,27,hold,object,3,82.58694724769082
D1,27,hold,object,4,82.39053346059632
D1,27,hold,object,5,82.15170126964297
D1,27,hold,object,6,81.83922817803162
D1,27,hold,object,7,81.44860629576225
D1,27,hold,grasp,0,27.332373429588383
D1,27,hold,grasp,1,26.851175424932837
D1,27,hold,grasp,2,26.756281348007846
D1,27,hold,grasp,3,26.770261806000583
D1,27,hold,grasp,4,26.811484130872337
D1,27,hold,grasp,5,26.858279593875853
D1,27,hold,grasp,6,26.901248052849223
D1,27,hold,grasp,7,26.942906542206575
D1,27,hold,compression,0,48.68985264265294
D1,27,hold,compression,1,49.02852861359661
D1,27,hold,compression,2,49.1278107038695
D1,27,hold,compression,3,49.15463917732365
D1,27,hold,compression,4,49.16639463947438
D1,27,hold,compression,5,49.17610503364941
D1,27,hold,compression,6,49.1836472870575
D1,27,hold,compression,7,49.18900401669488
D1,27,hold,velocity,0,1.1258695323374246
D1,27,hold,velocity,1,1.7101396208672184
D1,27,hold,velocity,2,2.4798833427614735
D1,27,hold,velocity,3,2.4163111382790845
D1,27,hold,velocity,4,2.3217573508272595
D1,27,hold,velocity,5,2.2722843532805417
D1,27,hold,velocity,6,2.219185602298349
D1,27,hold,velocity,7,2.022773237670693
D1,27,hold,smoothness,0,1.9415903967197192
D1,27,hold,smoothness,1,0.9378671048248592
D1,27,hold,smoothness,2,1.5969934150681913
D1,27,hold,smoothness,3,1.7620391391630328
D1,27,hold,smoothness,4,1.587436724842366
D1,27,hold,smoothness,5,1.2187088845051095
D1,27,hold,smoothness,6,1.1586951414111322
D1,27,hold,smoothness,7,1.1720146685096855
D2,7,intercept,object,0,125.47005278771874
D2,7,intercept,object,1,119.43949080175736
D2,7,intercept,object,2,117.52690425926849
D2,7,intercept,object,3,115.38783022459887
D2,7,intercept,object,4,112.36998414140719
D2,7,intercept,object,5,108.0497973582213
D2,7,intercept,object,6,101.67682138211251
D2,7,intercept,object,7,92.43802044650782
D2,7,intercept,grasp,0,378.7400105263153
D2,7,intercept,grasp,1,375.2770473650608
D2,7,intercept,grasp,2,384.0979745534852
D2,7,intercept,grasp,3,391.3166819427923
D2,7,intercept,grasp,4,396.11687598707584
D2,7,intercept,grasp,5,399.900875094349
D2,7,intercept,grasp,6,403.20215758089563
D2,7,intercept,grasp,7,406.8934017877598
D2,7,intercept,compression,0,0.04251180453813417
D2,7,intercept,compression,1,0.04193497092948951
D2,7,intercept,compression,2,0.04158310222924077
D2,7,intercept,compression,3,0.04118539950557515
D2,7,intercept,compression,4,0.04083853954408403
D2,7,intercept,compression,5,0.04056804441812026
D2,7,intercept,compression,6,0.04037533129375046
D2,7,intercept,compression,7,0.04024086163933355
D2,7,intercept,velocity,0,1.8007543639219719
D2,7,intercept,velocity,1,1.9905335538099598
D2,7,intercept,velocity,2,3.376735411600247
D2,7,intercept,velocity,3,4.1528454229886655
D2,7,intercept,velocity,4,4.117744530804623
D2,7,intercept,velocity,5,4.076867256278539
D2,7,intercept,velocity,6,3.901820496906038
D2,7,intercept,velocity,7,3.259016332103566
D2,7,intercept,smoothness,0,1.2197587215657113
D2,7,intercept,smoothness,1,0.4608047488886061
D2,7,intercept,smoothness,2,0.4137149818750082
D2,7,intercept,smoothness,3,0.2655463212152298
D2,7,intercept,smoothness,4,0.24219236281706216
D2,7,intercept,smoothness,5,0.22481838484306085
D2,7,intercept,smoothness,6,0.23164903058464476
D2,7,intercept,smoothness,7,0.2518511948114236
D2,7,pre_impact,object,0,100.09929735548067
D2,7,pre_impact,object,1,96.04123130066823
D2,7,pre_impact,object,2,94.58601853320532
D2,7,pre_impact,object,3,92.91748144103035
D2,7,pre_impact,object,4,90.57982928056761
D2,7,pre_impact,object,5,87.2595260975366
D2,7,pre_impact,object,6,82.47299596814881
D2,7,pre_impact,object,7,75.78003334355873
D2,7,pre_impact,grasp,0,338.9541229695217
D2,7,pre_impact,grasp,1,336.7118704020571
D2,7,pre_impact,grasp,2,343.20873352749413
D2,7,pre_impact,grasp,3,348.21214431327985
D2,7,pre_impact,grasp,4,351.3788615222942
D2,7,pre_impact,grasp,5,353.8167270174113
D2,7,pre_impact,grasp,6,355.9362559900643
D2,7,pre_impact,grasp,7,358.34659796882784
D2,7,pre_impact,compression,0,0.8837631378844654
D2,7,pre_impact,compression,1,0.8759357306812177
D2,7,pre_impact,compression,2,0.8708579693131935
D2,7,pre_impact,compression,3,0.8646328188619585
D2,7,pre_impact,compression,4,0.8591349923363399
D2,7,pre_impact,compression,5,0.8548114990097869
D2,7,pre_impact,compression,6,0.8517061939541841
D2,7,pre_impact,compression,7,0.8495192920384208
D2,7,pre_impact,velocity,0,1.6714679798589112
D2,7,pre_impact,velocity,1,1.792974327627109
D2,7,pre_impact,velocity,2,2.816940801930433
D2,7,pre_impact,velocity,3,3.396954170255799
D2,7,pre_impact,velocity,4,3.391730260722019
D2,7,pre_impact,velocity,5,3.3715828341717873
D2,7,pre_impact,velocity,6,3.254350232294404
D2,7,pre_impact,velocity,7,2.7979786992562437
D2,7,pre_impact,smoothness,0,0.9982616256930836
D2,7,pre_impact,smoothness,1,0.502189763802091
D2,7,pre_impact,smoothness,2,0.46737518183815624
D2,7,pre_impact,smoothness,3,0.313348138858643
D2,7,pre_impact,smoothness,4,0.29192835234578884
D2,7,pre_impact,smoothness,5,0.27622230218888655
D2,7,pre_impact,smoothness,6,0.2859536074656187
D2,7,pre_impact,smoothness,7,0.30839841265827
D2,7,capture,object,0,77.20777898345632
D2,7,capture,object,1,74.46970332246245
D2,7,capture,object,2,73.6454886107742
D2,7,capture,object,3,72.70209850615134
D2,7,capture,object,4,71.28649280590729
D2,7,capture,object,5,69.12603788855846
D2,7,capture,object,6,65.78829389855484
D2,7,capture,object,7,60.87696498402354
D2,7,capture,grasp,0,219.55585863813613
D2,7,capture,grasp,1,218.49968539808535
D2,7,capture,grasp,2,222.95076232419774
D2,7,capture,grasp,3,226.49369428406538
D2,7,capture,grasp,4,228.86042956239743
D2,7,capture,grasp,5,230.7002532359805
D2,7,capture,grasp,6,232.27124020025647
D2,7,capture,grasp,7,233.97624910733543
D2,7,capture,compression,0,23.259042842491272
D2,7,capture,compression,1,23.25111907657449
D2,7,capture,compression,2,23.22430232063591
D2,7,capture,compression,3,23.163928084519966
D2,7,capture,compression,4,23.09852227519043
D2,7,capture,compression,5,23.042020339509303
D2,7,capture,compression,6,22.997770330253413
D2,7,capture,compression,7,22.965733941589917
D2,7,capture,velocity,0,1.4067358209069591
D2,7,capture,velocity,1,1.4018980889023844
D2,7,capture,velocity,2,1.9809597863697264
D2,7,capture,velocity,3,2.3623318425260287
D2,7,capture,velocity,4,2.3783218445110865
D2,7,capture,velocity,5,2.3745053440284956
D2,7,capture,velocity,6,2.3099010981204766
D2,7,capture,velocity,7,2.052761751970024
D2,7,capture,smoothness,0,1.3796018604264622
D2,7,capture,smoothness,1,0.7410081765598191
D2,7,capture,smoothness,2,0.6883650518929084
D2,7,capture,smoothness,3,0.5082036611286319
D2,7,capture,smoothness,4,0.49000159970535895
D2,7,capture,smoothness,5,0.5324211800627434
D2,7,capture,smoothness,6,0.5493112827236428
D2,7,capture,smoothness,7,0.5684094584326959
D2,7,hold,object,0,98.94356363221613
D2,7,hold,object,1,97.29552498426266
D2,7,hold,object,2,96.35262006397541
D2,7,hold,object,3,95.09900686502657
D2,7,hold,object,4,93.32781865524113
D2,7,hold,object,5,90.88234709733317
D2,7,hold,object,6,87.65920582035345
D2,7,hold,object,7,83.70337104651804
D2,7,hold,grasp,0,22.857039657874868
D2,7,hold,grasp,1,22.921441731355454
D2,7,hold,grasp,2,23.126195644065447
D2,7,hold,grasp,3,23.26689550901214
D2,7,hold,grasp,4,23.34767942214766
D2,7,hold,grasp,5,23.404177955580387
D2,7,hold,grasp,6,23.449007031637272
D2,7,hold,grasp,7,23.495573687586244
D2,7,hold,compression,0,70.24329566130172
D2,7,hold,compression,1,70.05315226258033
D2,7,hold,compression,2,69.97546579971329
D2,7,hold,compression,3,69.7977121601792
D2,7,hold,compression,4,69.60019819232183
D2,7,hold,compression,5,69.43156088146196
D2,7,hold,compression,6,69.30393399338905
D2,7,hold,compression,7,69.21138385614624
D2,7,hold,velocity,0,1.4585715455601285
D2,7,hold,velocity,1,1.4507950810496302
D2,7,hold,velocity,2,1.7205115322235864
D2,7,hold,velocity,3,1.9496853961141702
D2,7,hold,velocity,4,1.9924606339804456
D2,7,hold,velocity,5,2.0051712678976763
D2,7,hold,velocity,6,1.9942972133293833
D2,7,hold,velocity,7,1.9208255994415935
D2,7,hold,smoothness,0,1.7912570374171668
D2,7,hold,smoothness,1,1.4060378975850556
D2,7,hold,smoothness,2,1.3748006026321242
D2,7,hold,smoothness,3,1.1498544408343192
D2,7,hold,smoothness,4,1.1179176719257442
D2,7,hold,smoothness,5,1.2570297858709898
D2,7,hold,smoothness,6,1.303117900238056
D2,7,hold,smoothness,7,1.3465259336272666
D2,17,intercept,object,0,292.471737379708
D2,17,intercept,object,1,161.72832199578863
D2,17,intercept,object,2,127.16156543715505
D2,17,intercept,object,3,105.13824739881348
D2,17,intercept,object,4,85.0979247450389
D2,17,intercept,object,5,67.76579060314623
D2,17,intercept,object,6,54.35796228933532
D2,17,intercept,object,7,44.662075922684565
D2,17,intercept,grasp,0,772.0906415333744
D2,17,intercept,grasp,1,722.2132442537587
D2,17,intercept,grasp,2,712.7382274844948
D2,17,intercept,grasp,3,707.5318666524455
D2,17,intercept,grasp,4,702.8929859139101
D2,17,intercept,grasp,5,699.267689666299
D2,17,intercept,grasp,6,696.8426597715293
D2,17,intercept,grasp,7,695.758864967369
D2,17,intercept,compression,0,0.13425535233618624
D2,17,intercept,compression,1,0.14068265399247645
D2,17,intercept,compression,2,0.14223487663276127
D2,17,intercept,compression,3,0.1431083751025024
D2,17,intercept,compression,4,0.14374594754515702
D2,17,intercept,compression,5,0.1442231353680055
D2,17,intercept,compression,6,0.14453539294039636
D2,17,intercept,compression,7,0.14470354129024726
D2,17,intercept,velocity,0,1.0712220593946475
D2,17,intercept,velocity,1,2.4436927948402034
D2,17,intercept,velocity,2,7.396319504044563
D2,17,intercept,velocity,3,11.631353344490462
D2,17,intercept,velocity,4,12.434168005512756
D2,17,intercept,velocity,5,12.494677080594126
D2,17,intercept,velocity,6,12.250443508334358
D2,17,intercept,velocity,7,11.145676634275663
D2,17,intercept,smoothness,0,0.1881269284562347
D2,17,intercept,smoothness,1,0.12700874147469285
D2,17,intercept,smoothness,2,0.21320189748761117
D2,17,intercept,smoothness,3,0.29940285681337203
D2,17,intercept,smoothness,4,0.5006212723646808
D2,17,intercept,smoothness,5,0.8477958783093327
D2,17,intercept,smoothness,6,0.9241630052184056
D2,17,intercept,smoothness,7,0.970220487800718
D2,17,pre_impact,object,0,223.46513450480185
D2,17,pre_impact,object,1,132.5285847036401
D2,17,pre_impact,object,2,108.47303116776638
D2,17,pre_impact,object,3,93.2817167086592
D2,17,pre_impact,object,4,78.61224538999983
D2,17,pre_impact,object,5,64.83658211434697
D2,17,pre_impact,object,6,53.40733004717309
D2,17,pre_impact,object,7,44.76600787489809
D2,17,pre_impact,grasp,0,697.0734170411422
D2,17,pre_impact,grasp,1,661.0919171648263
D2,17,pre_impact,grasp,2,655.4795100692007
D2,17,pre_impact,grasp,3,652.3753975139962
D2,17,pre_impact,grasp,4,649.4316246906592
D2,17,pre_impact,grasp,5,647.1064600292526
D2,17,pre_impact,grasp,6,645.558147524975
D2,17,pre_impact,grasp,7,644.9304116277533
D2,17,pre_impact,compression,0,2.067182807339114
D2,17,pre_impact,compression,1,2.152174939790974
D2,17,pre_impact,compression,2,2.173808751210566
D2,17,pre_impact,compression,3,2.1850873432122215
D2,17,pre_impact,compression,4,2.19301112575217
D2,17,pre_impact,compression,5,2.198899287061752
D2,17,pre_impact,compression,6,2.2027494434056387
D2,17,pre_impact,compression,7,2.2048128473732573
D2,17,pre_impact,velocity,0,0.9273126379898933
D2,17,pre_impact,velocity,1,2.146275045241544
D2,17,pre_impact,velocity,2,5.809985984219477
D2,17,pre_impact,velocity,3,8.877448335671426
D2,17,pre_impact,velocity,4,9.460251261925356
D2,17,pre_impact,velocity,5,9.505634576620432
D2,17,pre_impact,velocity,6,9.336384510530149
D2,17,pre_impact,velocity,7,8.568684052808738
D2,17,pre_impact,smoothness,0,0.23107799128405135
D2,17,pre_impact,smoothness,1,0.1531217765794967
D2,17,pre_impact,smoothness,2,0.2599825823599258
D2,17,pre_impact,smoothness,3,0.34599808208072735
D2,17,pre_impact,smoothness,4,0.5432194274737288
D2,17,pre_impact,smoothness,5,0.8874660650476432
D2,17,pre_impact,smoothness,6,0.9625597854327004
D2,17,pre_impact,smoothness,7,1.005048651025151
D2,17,capture,object,0,247.28174289061107
D2,17,capture,object,1,138.5032796441697
D2,17,capture,object,2,109.84412666069063
D2,17,capture,object,3,91.63054894843746
D2,17,capture,object,4,74.70807169691292
D2,17,capture,object,5,59.67015813209898
D2,17,capture,object,6,47.786894838850436
D2,17,capture,object,7,39.09128461071768
D2,17,capture,grasp,0,541.7173365103798
D2,17,capture,grasp,1,507.2424864897712
