condition,seed,phase,cost,horizon,weight_mean
D2,17,capture,grasp,2,501.4567090811621
D2,17,capture,grasp,3,498.46243142112405
D2,17,capture,grasp,4,495.73162798234875
D2,17,capture,grasp,5,493.60146638825177
D2,17,capture,grasp,6,492.19896657256226
D2,17,capture,grasp,7,491.64661804053475
D2,17,capture,compression,0,49.67314772031225
D2,17,capture,compression,1,51.87539757266449
D2,17,capture,compression,2,52.38646126783682
D2,17,capture,compression,3,52.668027307793416
D2,17,capture,compression,4,52.870287708422126
D2,17,capture,compression,5,53.01997486786463
D2,17,capture,compression,6,53.11602480443302
D2,17,capture,compression,7,53.16482357389859
D2,17,capture,velocity,0,0.6427868139805594
D2,17,capture,velocity,1,1.540112460998352
D2,17,capture,velocity,2,4.453325461303369
D2,17,capture,velocity,3,6.912786089688797
D2,17,capture,velocity,4,7.388316603839823
D2,17,capture,velocity,5,7.422984504852085
D2,17,capture,velocity,6,7.276167781025017
D2,17,capture,velocity,7,6.62048926812841
D2,17,capture,smoothness,0,0.33638299427762697
D2,17,capture,smoothness,1,0.21298767911396776
D2,17,capture,smoothness,2,0.37007543499678663
D2,17,capture,smoothness,3,0.5076148405644639
D2,17,capture,smoothness,4,0.8199276355607938
D2,17,capture,smoothness,5,1.3592384872168688
D2,17,capture,smoothness,6,1.4781764348332103
D2,17,capture,smoothness,7,1.5492464412968296
D2,17,hold,object,0,432.08462225325786
D2,17,hold,object,1,255.17281651278816
D2,17,hold,object,2,206.14568765294152
D2,17,hold,object,3,174.00943097069512
D2,17,hold,object,4,143.93134566898098
D2,17,hold,object,5,117.25249193575193
D2,17,hold,object,6,96.11718074042068
D2,17,hold,object,7,80.47539579865827
D2,17,hold,grasp,0,76.14948423415028
D2,17,hold,grasp,1,71.37172774838308
D2,17,hold,grasp,2,70.5010305442135
D2,17,hold,grasp,3,70.02125981920932
D2,17,hold,grasp,4,69.58596289056268
D2,17,hold,grasp,5,69.24359988065945
D2,17,hold,grasp,6,69.01365588014791
D2,17,hold,grasp,7,68.91043920151368
D2,17,hold,compression,0,160.19727198448237
D2,17,hold,compression,1,167.46486813880762
D2,17,hold,compression,2,169.23054547126628
D2,17,hold,compression,3,170.2239819692003
D2,17,hold,compression,4,170.95808245132594
D2,17,hold,compression,5,171.5121536049763
D2,17,hold,compression,6,171.8782953900534
D2,17,hold,compression,7,172.08001754698262
D2,17,hold,velocity,0,0.5535423163873624
D2,17,hold,velocity,1,1.2806372003903899
D2,17,hold,velocity,2,3.558907611039905
D2,17,hold,velocity,3,5.400787559040601
D2,17,hold,velocity,4,5.746046720272568
D2,17,hold,velocity,5,5.774583327337113
D2,17,hold,velocity,6,5.675699597313804
D2,17,hold,velocity,7,5.218333584309675
D2,17,hold,smoothness,0,0.6907426264783934
D2,17,hold,smoothness,1,0.4924254289599106
D2,17,hold,smoothness,2,0.8148732069178608
D2,17,hold,smoothness,3,1.1108854340822165
D2,17,hold,smoothness,4,1.8133945907324616
D2,17,hold,smoothness,5,2.959765622721808
D2,17,hold,smoothness,6,3.2029991900339803
D2,17,hold,smoothness,7,3.3452522095980908
D2,27,intercept,object,0,3485.1450005406023
D2,27,intercept,object,1,2775.313249557241
D2,27,intercept,object,2,1589.4816749697034
D2,27,intercept,object,3,923.8133999919826
D2,27,intercept,object,4,601.5108710486078
D2,27,intercept,object,5,426.7381107891912
D2,27,intercept,object,6,317.87472973835924
D2,27,intercept,object,7,242.95917601103633
D2,27,intercept,grasp,0,238.81123409008916
D2,27,intercept,grasp,1,183.162863786198
D2,27,intercept,grasp,2,166.32013877222485
D2,27,intercept,grasp,3,158.3350877545272
D2,27,intercept,grasp,4,154.41945511980578
D2,27,intercept,grasp,5,152.82615602574103
D2,27,intercept,grasp,6,152.29683603338302
D2,27,intercept,grasp,7,152.66605111603695
D2,27,intercept,compression,0,0.01732488092518438
D2,27,intercept,compression,1,0.01734588625251427
D2,27,intercept,compression,2,0.017380931033919977
D2,27,intercept,compression,3,0.017410486652759488
D2,27,intercept,compression,4,0.017448428182116053
D2,27,intercept,compression,5,0.017479316090686477
D2,27,intercept,compression,6,0.017503634922631545
D2,27,intercept,compression,7,0.017526139345540103
D2,27,intercept,velocity,0,1.4580708146761112
D2,27,intercept,velocity,1,3.1148255762770383
D2,27,intercept,velocity,2,5.411304650211596
D2,27,intercept,velocity,3,4.573795670799079
D2,27,intercept,velocity,4,3.8925454620999873
D2,27,intercept,velocity,5,2.60736645483407
D2,27,intercept,velocity,6,2.194341361772183
D2,27,intercept,velocity,7,1.7965088273488263
D2,27,intercept,smoothness,0,0.10830226765606643
D2,27,intercept,smoothness,1,0.49151008872152596
D2,27,intercept,smoothness,2,0.8322380621190277
D2,27,intercept,smoothness,3,1.3309124439327094
D2,27,intercept,smoothness,4,0.9507173728486283
D2,27,intercept,smoothness,5,0.28661902023113117
D2,27,intercept,smoothness,6,0.18465799340990954
D2,27,intercept,smoothness,7,0.19895813075976257
D2,27,pre_impact,object,0,2040.8021154832593
D2,27,pre_impact,object,1,1664.2992449130588
D2,27,pre_impact,object,2,1016.8957927408856
D2,27,pre_impact,object,3,638.2507465205392
D2,27,pre_impact,object,4,448.3717916772146
D2,27,pre_impact,object,5,339.74498824280477
D2,27,pre_impact,object,6,266.42434546362193
D2,27,pre_impact,object,7,211.30981942584668
D2,27,pre_impact,grasp,0,242.42553607748084
D2,27,pre_impact,grasp,1,188.09636953066044
D2,27,pre_impact,grasp,2,171.33265174413776
D2,27,pre_impact,grasp,3,163.2983691945626
D2,27,pre_impact,grasp,4,159.31814135130884
D2,27,pre_impact,grasp,5,157.664200549708
D2,27,pre_impact,grasp,6,157.0849507779834
D2,27,pre_impact,grasp,7,157.41707758694295
D2,27,pre_impact,compression,0,0.3414789978166343
D2,27,pre_impact,compression,1,0.34161115496152916
D2,27,pre_impact,compression,2,0.3420553838715227
D2,27,pre_impact,compression,3,0.34243621557136683
D2,27,pre_impact,compression,4,0.3430327857141806
D2,27,pre_impact,compression,5,0.3435561069564645
D2,27,pre_impact,compression,6,0.34399994410730367
D2,27,pre_impact,compression,7,0.34443630642600254
D2,27,pre_impact,velocity,0,1.3392047114132566
D2,27,pre_impact,velocity,1,2.6559823934200164
D2,27,pre_impact,velocity,2,4.335702264308764
D2,27,pre_impact,velocity,3,3.7579606660288776
D2,27,pre_impact,velocity,4,3.2761447306612133
D2,27,pre_impact,velocity,5,2.255527720325353
D2,27,pre_impact,velocity,6,1.895116505668626
D2,27,pre_impact,velocity,7,1.5529332316616689
D2,27,pre_impact,smoothness,0,0.14415394792238467
D2,27,pre_impact,smoothness,1,0.5400279701709987
D2,27,pre_impact,smoothness,2,0.8649014731142307
D2,27,pre_impact,smoothness,3,1.2988884990102059
D2,27,pre_impact,smoothness,4,0.9565394791265297
D2,27,pre_impact,smoothness,5,0.33544095388086703
D2,27,pre_impact,smoothness,6,0.2237205053832863
D2,27,pre_impact,smoothness,7,0.24027176182612944
D2,27,capture,object,0,1672.3062375960562
D2,27,capture,object,1,1332.2480054041114
D2,27,capture,object,2,729.2927930199618
D2,27,capture,object,3,401.0450920760817
D2,27,capture,object,4,256.2923270178166
D2,27,capture,object,5,185.9940096161109
D2,27,capture,object,6,144.94958025544628
D2,27,capture,object,7,116.91075423464449
D2,27,capture,grasp,0,163.37946164165396
D2,27,capture,grasp,1,137.76216553457513
D2,27,capture,grasp,2,129.34188782100657
D2,27,capture,grasp,3,125.19622520428055
D2,27,capture,grasp,4,123.11769453659946
D2,27,capture,grasp,5,122.27067020179136
D2,27,capture,grasp,6,122.00237435491796
D2,27,capture,grasp,7,122.219722506748
D2,27,capture,compression,0,8.237438725863178
D2,27,capture,compression,1,8.224578751360447
D2,27,capture,compression,2,8.223111827218858
D2,27,capture,compression,3,8.223601357209896
D2,27,capture,compression,4,8.231659236075917
D2,27,capture,compression,5,8.240928912746766
D2,27,capture,compression,6,8.250449438566067
D2,27,capture,compression,7,8.260640039776668
D2,27,capture,velocity,0,1.1639929769013393
D2,27,capture,velocity,1,1.8456351641278843
D2,27,capture,velocity,2,2.7091335551073583
D2,27,capture,velocity,3,2.446381225383231
D2,27,capture,velocity,4,2.229111216901448
D2,27,capture,velocity,5,1.7568474009228285
D2,27,capture,velocity,6,1.5614672890225483
D2,27,capture,velocity,7,1.3528158030913846
D2,27,capture,smoothness,0,0.27659595337254306
D2,27,capture,smoothness,1,0.8768554439342379
D2,27,capture,smoothness,2,1.4188378576698233
D2,27,capture,smoothness,3,1.9506721623595091
D2,27,capture,smoothness,4,1.4142789595347873
D2,27,capture,smoothness,5,0.5496220742671426
D2,27,capture,smoothness,6,0.38991706377080754
D2,27,capture,smoothness,7,0.4156428037668097
D2,27,hold,object,0,4611.119610114762
D2,27,hold,object,1,3748.329331451813
D2,27,hold,object,2,2148.1934224539423
D2,27,hold,object,3,1215.5070833538573
D2,27,hold,object,4,766.4889222542535
D2,27,hold,object,5,536.858672433749
D2,27,hold,object,6,402.3759347880937
D2,27,hold,object,7,314.01687183980204
D2,27,hold,grasp,0,20.98075613308172
D2,27,hold,grasp,1,16.96994334976771
D2,27,hold,grasp,2,15.715079110337005
D2,27,hold,grasp,3,15.1068777112883
D2,27,hold,grasp,4,14.80142265515386
D2,27,hold,grasp,5,14.668304679038773
D2,27,hold,grasp,6,14.614826399391491
D2,27,hold,grasp,7,14.631127930642705
D2,27,hold,compression,0,25.47616622447809
D2,27,hold,compression,1,25.49229170470925
D2,27,hold,compression,2,25.522825362426808
D2,27,hold,compression,3,25.548268605350756
D2,27,hold,compression,4,25.587556927976795
D2,27,hold,compression,5,25.62231790022613
D2,27,hold,compression,6,25.651327476797306
D2,27,hold,compression,7,25.679359218818007
D2,27,hold,velocity,0,0.8773221858330223
D2,27,hold,velocity,1,1.6507725961717947
D2,27,hold,velocity,2,2.60131832548255
D2,27,hold,velocity,3,2.2305383078012233
D2,27,hold,velocity,4,1.9121804465654932
D2,27,hold,velocity,5,1.3474132234743117
D2,27,hold,velocity,6,1.1654143152709748
D2,27,hold,velocity,7,0.9950337160655529
D2,27,hold,smoothness,0,0.5128859118328283
D2,27,hold,smoothness,1,1.717655398027081
D2,27,hold,smoothness,2,2.739531572926416
D2,27,hold,smoothness,3,4.001775611886149
D2,27,hold,smoothness,4,2.9576649664581707
D2,27,hold,smoothness,5,1.1020654600550888
D2,27,hold,smoothness,6,0.7673991575175084
D2,27,hold,smoothness,7,0.819164301212448
D3,7,intercept,object,0,365.9850301160908
D3,7,intercept,object,1,290.3568296238955
D3,7,intercept,object,2,243.4829062069622
D3,7,intercept,object,3,200.90867428789687
D3,7,intercept,object,4,156.8834425233457
D3,7,intercept,object,5,117.4865255081387
D3,7,intercept,object,6,87.95058478234056
D3,7,intercept,object,7,67.77753388243843
D3,7,intercept,grasp,0,204.87428018111277
D3,7,intercept,grasp,1,224.3107299374338
D3,7,intercept,grasp,2,222.67490463394327
D3,7,intercept,grasp,3,219.40566981679353
D3,7,intercept,grasp,4,216.64875068183497
D3,7,intercept,grasp,5,214.52298533197938
D3,7,intercept,grasp,6,213.05658686624054
D3,7,intercept,grasp,7,212.175713922664
D3,7,intercept,compression,0,0.07397108572731739
D3,7,intercept,compression,1,0.07642441871393212
D3,7,intercept,compression,2,0.07671904477171003
D3,7,intercept,compression,3,0.07648186866313025
D3,7,intercept,compression,4,0.07612529831840895
D3,7,intercept,compression,5,0.07579518496826881
D3,7,intercept,compression,6,0.07553899056205357
D3,7,intercept,compression,7,0.07535220960066001
D3,7,intercept,velocity,0,2.0250831267447613
D3,7,intercept,velocity,1,1.7582462494455684
D3,7,intercept,velocity,2,2.6769966398728138
D3,7,intercept,velocity,3,4.0309101071713505
D3,7,intercept,velocity,4,4.337919527642552
D3,7,intercept,velocity,5,4.33046450581411
D3,7,intercept,velocity,6,4.2878914400450485
D3,7,intercept,velocity,7,4.342614346132994
D3,7,intercept,smoothness,0,1.051715592557233
D3,7,intercept,smoothness,1,0.22993457003214707
D3,7,intercept,smoothness,2,0.29189984641830335
D3,7,intercept,smoothness,3,0.2574155772731326
D3,7,intercept,smoothness,4,0.3455251490780638
D3,7,intercept,smoothness,5,0.4649925068200197
D3,7,intercept,smoothness,6,0.47369629780005584
D3,7,intercept,smoothness,7,0.4648423183263389
D3,7,pre_impact,object,0,192.91484895845926
D3,7,pre_impact,object,1,155.16539024095155
D3,7,pre_impact,object,2,132.86673774010873
D3,7,pre_impact,object,3,112.91113783408933
D3,7,pre_impact,object,4,92.53590259907125
D3,7,pre_impact,object,5,74.2078660805879
D3,7,pre_impact,object,6,60.15444932706337
D3,7,pre_impact,object,7,50.26200789009338
D3,7,pre_impact,grasp,0,208.18115289274255
D3,7,pre_impact,grasp,1,213.58328658921175
D3,7,pre_impact,grasp,2,212.66379811195554
D3,7,pre_impact,grasp,3,210.9039010128221
D3,7,pre_impact,grasp,4,209.580932284181
D3,7,pre_impact,grasp,5,208.64007291887984
D3,7,pre_impact,grasp,6,208.01889488277587
D3,7,pre_impact,grasp,7,207.67961158361643
D3,7,pre_impact,compression,0,1.2009102896768737
D3,7,pre_impact,compression,1,1.1939292527691896
D3,7,pre_impact,compression,2,1.188904931761431
D3,7,pre_impact,compression,3,1.1859563873793602
D3,7,pre_impact,compression,4,1.1831670724016496
D3,7,pre_impact,compression,5,1.180652755453424
D3,7,pre_impact,compression,6,1.1786709426679407
D3,7,pre_impact,compression,7,1.177172376506841
D3,7,pre_impact,velocity,0,2.6686985825625715
D3,7,pre_impact,velocity,1,2.445896298773583
D3,7,pre_impact,velocity,2,2.667125226739721
D3,7,pre_impact,velocity,3,3.0854277169731756
D3,7,pre_impact,velocity,4,3.144391590842854
D3,7,pre_impact,velocity,5,3.1213883443470634
D3,7,pre_impact,velocity,6,3.0999750248074904
D3,7,pre_impact,velocity,7,3.112067304779222
D3,7,pre_impact,smoothness,0,0.7237094670426703
D3,7,pre_impact,smoothness,1,0.414478403891207
D3,7,pre_impact,smoothness,2,0.42492864166155947
D3,7,pre_impact,smoothness,3,0.35792215507653524
D3,7,pre_impact,smoothness,4,0.4226113007390744
D3,7,pre_impact,smoothness,5,0.44951913081441275
D3,7,pre_impact,smoothness,6,0.44129754124119946
D3,7,pre_impact,smoothness,7,0.43716913069720875
D3,7,capture,object,0,131.80107767525755
D3,7,capture,object,1,112.14443249392558
D3,7,capture,object,2,99.686751249355
D3,7,capture,object,3,88.09607385417733
D3,7,capture,object,4,75.32530679964947
D3,7,capture,object,5,62.76903026079081
D3,7,capture,object,6,52.27133685389809
D3,7,capture,object,7,44.30299927042512
D3,7,capture,grasp,0,145.49478300250564
D3,7,capture,grasp,1,152.01337003490505
D3,7,capture,grasp,2,151.47516462344316
D3,7,capture,grasp,3,149.89519595047489
D3,7,capture,grasp,4,148.59271368049187
D3,7,capture,grasp,5,147.6153262965982
D3,7,capture,grasp,6,146.94938159161123
D3,7,capture,grasp,7,146.55559355813986
D3,7,capture,compression,0,43.1150474192735
D3,7,capture,compression,1,44.33769531983416
D3,7,capture,compression,2,44.37786131512108
D3,7,capture,compression,3,44.3033577208487
D3,7,capture,compression,4,44.202450228521414
D3,7,capture,compression,5,44.1036060269422
D3,7,capture,compression,6,44.02304294003379
D3,7,capture,compression,7,43.95952890182022
D3,7,capture,velocity,0,1.6240067728276586
D3,7,capture,velocity,1,1.4772381677788935
D3,7,capture,velocity,2,1.9830623784816648
D3,7,capture,velocity,3,2.605503216575678
D3,7,capture,velocity,4,2.6965786736330593
D3,7,capture,velocity,5,2.6875233111798966
D3,7,capture,velocity,6,2.673967404406456
D3,7,capture,velocity,7,2.693837944359242
D3,7,capture,smoothness,0,0.9763351704915796
D3,7,capture,smoothness,1,0.5600833122605995
D3,7,capture,smoothness,2,0.506417687700937
D3,7,capture,smoothness,3,0.47369963214243743
D3,7,capture,smoothness,4,0.7078305797157852
D3,7,capture,smoothness,5,0.9252551564976702
D3,7,capture,smoothness,6,0.9156842568639891
D3,7,capture,smoothness,7,0.9036538649426422
D3,7,hold,object,0,136.11752949697015
D3,7,hold,object,1,123.73412374436153
D3,7,hold,object,2,115.70143370254794
D3,7,hold,object,3,107.94590974287992
D3,7,hold,object,4,98.90955353264718
D3,7,hold,object,5,89.46628759509971
D3,7,hold,object,6,81.07810395859254
D3,7,hold,object,7,74.36602884391232
D3,7,hold,grasp,0,19.78168237464854
D3,7,hold,grasp,1,19.749057835873526
D3,7,hold,grasp,2,19.704398557113223
D3,7,hold,grasp,3,19.631628871397474
D3,7,hold,grasp,4,19.57290885919178
D3,7,hold,grasp,5,19.528662827848287
D3,7,hold,grasp,6,19.49692069672147
D3,7,hold,grasp,7,19.473224786376434
D3,7,hold,compression,0,83.77437757677563
D3,7,hold,compression,1,83.39130955706007
D3,7,hold,compression,2,83.05692147012068
D3,7,hold,compression,3,82.82971284977181
D3,7,hold,compression,4,82.61428456039889
D3,7,hold,compression,5,82.42095232683275
D3,7,hold,compression,6,82.26919928347158
D3,7,hold,compression,7,82.1558892847793
D3,7,hold,velocity,0,1.7717397630755514
D3,7,hold,velocity,1,1.7457844931767705
D3,7,hold,velocity,2,1.8928454686579839
D3,7,hold,velocity,3,2.0454754613692914
D3,7,hold,velocity,4,2.0347239342063066
D3,7,hold,velocity,5,2.0209814393537635
D3,7,hold,velocity,6,2.0172891403571858
D3,7,hold,velocity,7,2.045690112822012
D3,7,hold,smoothness,0,1.5702228800853206
D3,7,hold,smoothness,1,1.4032975972623056
D3,7,hold,smoothness,2,1.3991026900117445
D3,7,hold,smoothness,3,1.2720066907611214
D3,7,hold,smoothness,4,1.495188441924147
D3,7,hold,smoothness,5,1.6033371725419006
D3,7,hold,smoothness,6,1.5681228012489596
D3,7,hold,smoothness,7,1.5495058877701953
D3,17,intercept,object,0,161.90350095618712
D3,17,intercept,object,1,81.96722591093678
D3,17,intercept,object,2,58.17608626153322
D3,17,intercept,object,3,47.616312842940424
D3,17,intercept,object,4,40.64050275181867
D3,17,intercept,object,5,34.81325637032557
D3,17,intercept,object,6,30.33716661565685
D3,17,intercept,object,7,27.525379223647434
D3,17,intercept,grasp,0,1530.2310190443052
D3,17,intercept,grasp,1,1261.6955113655429
D3,17,intercept,grasp,2,1163.5156684209414
D3,17,intercept,grasp,3,1102.5227001955197
D3,17,intercept,grasp,4,1057.4706701446964
D3,17,intercept,grasp,5,1020.2789687587481
D3,17,intercept,grasp,6,995.1568930181182
D3,17,intercept,grasp,7,981.530213747722
D3,17,intercept,compression,0,0.17140984799802808
D3,17,intercept,compression,1,0.17336687109992555
D3,17,intercept,compression,2,0.17145494308245948
D3,17,intercept,compression,3,0.16881905881446868
D3,17,intercept,compression,4,0.16673567039844628
D3,17,intercept,compression,5,0.16542217850171193
D3,17,intercept,compression,6,0.1644661888943103
D3,17,intercept,compression,7,0.16392756849570841
D3,17,intercept,velocity,0,1.6518859843206537
D3,17,intercept,velocity,1,6.662651788379588
D3,17,intercept,velocity,2,12.78582310033375
D3,17,intercept,velocity,3,16.88795671679845
D3,17,intercept,velocity,4,19.740697281355
D3,17,intercept,velocity,5,16.149817202174717
D3,17,intercept,velocity,6,13.902161505929021
D3,17,intercept,velocity,7,11.262627741302145
D3,17,intercept,smoothness,0,0.4373481237821151
D3,17,intercept,smoothness,1,0.20074340103127752
D3,17,intercept,smoothness,2,0.31959010914419295
D3,17,intercept,smoothness,3,0.3583076988354908
D3,17,intercept,smoothness,4,0.4904192953290076
D3,17,intercept,smoothness,5,0.697982706177875
D3,17,intercept,smoothness,6,1.342759286026669
D3,17,intercept,smoothness,7,1.1167483674976473
D3,17,pre_impact,object,0,146.2580256935425
D3,17,pre_impact,object,1,67.81116064340841
D3,17,pre_impact,object,2,44.801866823276086
D3,17,pre_impact,object,3,34.66883235647404
D3,17,pre_impact,object,4,27.903723082514727
D3,17,pre_impact,object,5,22.206680776667877
D3,17,pre_impact,object,6,17.79690549736844
D3,17,pre_impact,object,7,14.952779578262975
D3,17,pre_impact,grasp,0,1623.232640737931
D3,17,pre_impact,grasp,1,1348.2619287216044
D3,17,pre_impact,grasp,2,1251.5474139925777
D3,17,pre_impact,grasp,3,1189.376388971631
D3,17,pre_impact,grasp,4,1141.658702902971
D3,17,pre_impact,grasp,5,1101.4378823065888
D3,17,pre_impact,grasp,6,1073.923986722878
D3,17,pre_impact,grasp,7,1058.6311584283849
D3,17,pre_impact,compression,0,3.8826862226184575
D3,17,pre_impact,compression,1,3.9129137146662147
D3,17,pre_impact,compression,2,3.8648489510547814
D3,17,pre_impact,compression,3,3.8028393011843575
D3,17,pre_impact,compression,4,3.7518583484972265
D3,17,pre_impact,compression,5,3.7175031038867403
D3,17,pre_impact,compression,6,3.6916192020974643
D3,17,pre_impact,compression,7,3.6764938984701496
D3,17,pre_impact,velocity,0,1.345637654863112
D3,17,pre_impact,velocity,1,5.942543557134675
D3,17,pre_impact,velocity,2,11.637700186525963
D3,17,pre_impact,velocity,3,15.403614732856708
D3,17,pre_impact,velocity,4,18.097173248107868
D3,17,pre_impact,velocity,5,14.889566655192374
D3,17,pre_impact,velocity,6,12.86043992678724
D3,17,pre_impact,velocity,7,10.55587607204875
D3,17,pre_impact,smoothness,0,0.514187829559127
D3,17,pre_impact,smoothness,1,0.20475734839920398
D3,17,pre_impact,smoothness,2,0.3045173442166934
D3,17,pre_impact,smoothness,3,0.392248051440704
D3,17,pre_impact,smoothness,4,0.5945497160865427
D3,17,pre_impact,smoothness,5,0.8827504536900063
D3,17,pre_impact,smoothness,6,1.80538704870895
D3,17,pre_impact,smoothness,7,1.4609666784116258
D3,17,capture,object,0,90.82082532429378
D3,17,capture,object,1,47.643719636244676
D3,17,capture,object,2,34.463456246850825
D3,17,capture,object,3,28.51589894936252
D3,17,capture,object,4,24.509779812107887
D3,17,capture,object,5,21.138664655033846
D3,17,capture,object,6,18.563136016602353
D3,17,capture,object,7,16.988944158853236
D3,17,capture,grasp,0,1088.3472643346447
D3,17,capture,grasp,1,940.9977258280104
D3,17,capture,grasp,2,898.2036375645108
D3,17,capture,grasp,3,864.1018614213644
D3,17,capture,grasp,4,832.9557946794886
D3,17,capture,grasp,5,804.4162600042462
D3,17,capture,grasp,6,783.851861563139
D3,17,capture,grasp,7,771.455408790751
D3,17,capture,compression,0,83.46153512830969
D3,17,capture,compression,1,82.00514731875779
D3,17,capture,compression,2,80.16382666966116
D3,17,capture,compression,3,78.4866677292608
D3,17,capture,compression,4,77.02345291850523
D3,17,capture,compression,5,75.88270117868659
D3,17,capture,compression,6,74.96556864930758
D3,17,capture,compression,7,74.39966380207767
D3,17,capture,velocity,0,1.1895173741206257
D3,17,capture,velocity,1,4.8644239343659414
D3,17,capture,velocity,2,9.443983756725471
D3,17,capture,velocity,3,11.982297989170569
D3,17,capture,velocity,4,14.015119032998044
D3,17,capture,velocity,5,11.769145787634274
D3,17,capture,velocity,6,10.27882233569173
D3,17,capture,velocity,7,8.930683427965366
D3,17,capture,smoothness,0,0.7298695690625601
D3,17,capture,smoothness,1,0.36707931164785207
D3,17,capture,smoothness,2,0.49250845801878157
D3,17,capture,smoothness,3,0.5468347880481182
D3,17,capture,smoothness,4,0.8637371808707457
D3,17,capture,smoothness,5,1.3707752915018505
D3,17,capture,smoothness,6,3.467267583258143
D3,17,capture,smoothness,7,2.359939932946328
D3,17,hold,object,0,144.83159331240776
D3,17,hold,object,1,85.53061335876585
D3,17,hold,object,2,65.31301415894085
D3,17,hold,object,3,55.5154923713815
D3,17,hold,object,4,48.39209184511742
D3,17,hold,object,5,41.89028726893255
D3,17,hold,object,6,36.39915438077653
D3,17,hold,object,7,32.51207702400091
D3,17,hold,grasp,0,124.45540825863533
D3,17,hold,grasp,1,106.79151488260987
D3,17,hold,grasp,2,100.9541180797235
D3,17,hold,grasp,3,96.7388398089213
D3,17,hold,grasp,4,93.22427618773018
D3,17,hold,grasp,5,90.11656417795956
D3,17,hold,grasp,6,87.90883886593873
D3,17,hold,grasp,7,86.6245865003293
D3,17,hold,compression,0,239.06317490309527
D3,17,hold,compression,1,235.63098201063048
D3,17,hold,compression,2,230.53655392938188
D3,17,hold,compression,3,225.9329575393447
D3,17,hold,compression,4,222.2068169452221
D3,17,hold,compression,5,219.49860406122042
D3,17,hold,compression,6,217.3747639860893
D3,17,hold,compression,7,216.09470808299352
D3,17,hold,velocity,0,0.9521014607269365
D3,17,hold,velocity,1,3.3552733310086795
D3,17,hold,velocity,2,5.888517497643064
D3,17,hold,velocity,3,7.252455027757081
D3,17,hold,velocity,4,8.235118503395368
D3,17,hold,velocity,5,7.015341051377359
D3,17,hold,velocity,6,6.1928403734053745
D3,17,hold,velocity,7,5.398475568874668
D3,17,hold,smoothness,0,1.5628421643001333
D3,17,hold,smoothness,1,0.7226847973652382
D3,17,hold,smoothness,2,0.9781926604215517
D3,17,hold,smoothness,3,1.1965103857792057
D3,17,hold,smoothness,4,1.8091098897833442
D3,17,hold,smoothness,5,2.6825826412805407
D3,17,hold,smoothness,6,5.726869161596776
D3,17,hold,smoothness,7,4.174852656738119
D3,27,intercept,object,0,140.5975302914635
D3,27,intercept,object,1,97.95035818664603
D3,27,intercept,object,2,81.30833505478682
D3,27,intercept,object,3,67.19351906792906
D3,27,intercept,object,4,53.97339355238215
D3,27,intercept,object,5,43.47589142458903
D3,27,intercept,object,6,35.94874641370917
D3,27,intercept,object,7,30.665120071214147
D3,27,intercept,grasp,0,3002.0476677619004
D3,27,intercept,grasp,1,1685.393874089779
D3,27,intercept,grasp,2,1587.7448118902714
D3,27,intercept,grasp,3,1567.4155165899438
D3,27,intercept,grasp,4,1547.9097868597507
D3,27,intercept,grasp,5,1531.0929224119607
D3,27,intercept,grasp,6,1519.3390103618162
D3,27,intercept,grasp,7,1514.4225847054508
D3,27,intercept,compression,0,0.06343216008753594
D3,27,intercept,compression,1,0.06602653937290957
D3,27,intercept,compression,2,0.0667011447748756
D3,27,intercept,compression,3,0.06660409098370222
D3,27,intercept,compression,4,0.06636679197788918
D3,27,intercept,compression,5,0.06616508101326078
D3,27,intercept,compression,6,0.06602317579860775
D3,27,intercept,compression,7,0.0659245091319439
D3,27,intercept,velocity,0,1.4683731037116448
D3,27,intercept,velocity,1,4.760391309414251
D3,27,intercept,velocity,2,10.738853052153718
D3,27,intercept,velocity,3,13.539766166830805
D3,27,intercept,velocity,4,13.972410127650482
D3,27,intercept,velocity,5,13.958297146795708
D3,27,intercept,velocity,6,13.431044155384871
D3,27,intercept,velocity,7,10.833536331172539
D3,27,intercept,smoothness,0,0.20933678145128176
D3,27,intercept,smoothness,1,0.23821662841123936
D3,27,intercept,smoothness,2,0.501089490037898
D3,27,intercept,smoothness,3,0.4458439482223705
D3,27,intercept,smoothness,4,0.6325434942594563
D3,27,intercept,smoothness,5,0.7321210138597999
D3,27,intercept,smoothness,6,0.6590210418877195
D3,27,intercept,smoothness,7,0.6932126369625277
D3,27,pre_impact,object,0,86.0267996940533
D3,27,pre_impact,object,1,64.88938471603097
D3,27,pre_impact,object,2,56.59838292549084
D3,27,pre_impact,object,3,49.511467802669756
D3,27,pre_impact,object,4,42.592574771472236
D3,27,pre_impact,object,5,36.739935423416846
D3,27,pre_impact,object,6,32.2438279985019
D3,27,pre_impact,object,7,28.88343321383007
D3,27,pre_impact,grasp,0,1800.8895547953807
D3,27,pre_impact,grasp,1,1128.635790153282
D3,27,pre_impact,grasp,2,1078.7993327735098
D3,27,pre_impact,grasp,3,1068.7248236538771
D3,27,pre_impact,grasp,4,1058.2282097189573
D3,27,pre_impact,grasp,5,1048.8231280188866
D3,27,pre_impact,grasp,6,1042.0425786566855
D3,27,pre_impact,grasp,7,1038.9065498033403
D3,27,pre_impact,compression,0,1.1821887820966086
D3,27,pre_impact,compression,1,1.2186283390462562
D3,27,pre_impact,compression,2,1.2268298289765391
