condition,training_seed,evaluation_mode,episode,success,impact_safe,stable_hold,first_contact_peak_force_n,force_exceeded_18n,force_exceeded_36n,emergency_failure,safety_violation,failure_category,failure_reason,hold_time_s,episode_return,final_phase,mass,friction,final_box_speed_mps,actor_residual_abs_mean,policy_command_delta,max_policy_command_delta
D0,7,learned,31,True,True,True,9.850397994277362,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.42123466907856777,1.253002323925152,0.02089496439690042,0.01757465282041262,0.0014479118244694047,0.032403551042079926
D0,7,learned,32,True,True,True,15.488539662488101,False,False,False,False,,,5.009999999999938,0.0,full,0.49655863214725254,1.0809459611070078,0.020418141655165145,0.01702975118057174,0.0012332763259420485,0.03708796575665474
D0,7,learned,33,True,True,True,12.46842357228082,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4824355574271533,1.21891463319844,0.018721677075357466,0.017701717838315964,0.0014157744017016679,0.029438680037856102
D0,7,learned,34,True,True,True,12.153525994356954,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5593516103811621,1.3360529847388807,0.024842210791099013,0.017456419915460753,0.0013829385682445987,0.03399218991398811
D0,7,learned,35,True,True,True,13.588931636786668,False,False,False,False,,,5.009999999999938,0.0,full,0.5821520363062294,0.9352893720189832,0.01835607224139419,0.017529555424019138,0.001539901423936841,0.02835935540497303
D0,7,learned,36,True,True,True,13.74724841190392,False,False,False,False,,,5.009999999999938,0.0,warmup,0.49003588725688896,1.1949944693625023,0.017874360304839958,0.017670194443741512,0.0014233626005815641,0.02947125770151615
D0,7,learned,37,True,True,True,11.111969374122442,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.47202966125532003,1.0718062194041447,0.018872765655509823,0.017457508377305996,0.0013793645661508676,0.033006321638822556
D0,7,learned,38,True,True,True,13.896250394266128,False,False,False,False,,,5.009999999999938,0.0,full,0.39720311956649396,1.1780777381288443,0.01642635289518069,0.01754994337251373,0.00114443923606394,0.023855481296777725
D0,7,learned,39,True,True,True,11.552253193696465,False,False,False,False,,,5.009999999999938,0.0,warmup,0.48760734892737573,1.2436457867865334,0.019387595934651242,0.017726033929567488,0.0014769966100862892,0.03058154135942459
D0,7,learned,40,True,True,True,12.100913656367547,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4697590305539757,1.000828031345263,0.01760496877917209,0.017652817313266213,0.0014240906047758252,0.028706993907690048
D0,7,learned,41,True,True,True,11.512450471680118,False,False,False,False,,,5.009999999999938,0.0,full,0.5399893072381774,1.543457179043201,0.021721553857025795,0.017474901623756464,0.0012576420447568517,0.033455029129981995
D0,7,learned,42,True,True,True,12.923227520768696,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4885757854329753,1.2269349832847654,0.019761571540867783,0.017726455429007065,0.0014667535496005984,0.03001435101032257
D0,7,learned,43,True,True,True,12.553267446839795,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5760872145672483,1.17039712756378,0.02058679795635258,0.017245885686943855,0.001248812312159438,0.034305162727832794
D0,7,learned,44,False,True,False,15.076671005397795,False,False,False,False,unstable box motion,timeout,4.319999999999952,0.0,full,0.38303639555873803,1.338079672902308,0.024250606495480678,0.01703187552546574,0.0011827395680925942,0.03647144138813019
D0,7,learned,45,True,True,True,11.39328184289247,False,False,False,False,,,5.009999999999938,0.0,warmup,0.49174394141055583,1.2240044962498438,0.0211155902419846,0.017601848604435498,0.0013989031227090612,0.031617362052202225
D0,7,learned,46,True,True,True,12.206923105469318,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.43827127758724876,1.208110249995769,0.01963007292835849,0.017467235915487996,0.0012370746002943634,0.03185231238603592
D0,7,learned,47,True,True,True,12.638951910940996,False,False,False,False,,,5.009999999999938,0.0,full,0.6424065509628292,1.102805538886461,0.022352460729751663,0.01757092706859101,0.001506812023910315,0.03226085007190704
D0,7,learned,48,True,True,True,12.114640555125522,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5085148659503609,1.174116055562226,0.01995842863031746,0.017438448154688306,0.0013896304766216898,0.03198821842670441
D0,7,learned,49,False,True,False,10.900294161382616,False,False,False,False,unstable box motion,timeout,4.87999999999994,0.0,intermediate,0.45103892656726835,1.2464647082307405,0.023417924440544503,0.017379912178404004,0.0013308350665777523,0.03219309449195862
D0,7,learned,50,True,True,True,12.909543261659284,False,False,False,False,,,5.009999999999938,0.0,full,0.3726770816353148,1.4920678302689376,0.01848192800895671,0.01750472899742561,0.0010050591488230238,0.025532564148306847
D0,7,learned,51,True,True,True,12.608520678428604,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5121655145357621,1.2468573748815532,0.021959062458873316,0.017592501234440734,0.0013906251875641267,0.03174448758363724
D0,7,learned,52,True,True,True,11.13673327373991,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5619201427171274,1.0007040595710093,0.02017043740396642,0.017264256689330505,0.001360241422951742,0.034382887184619904
D0,7,learned,53,False,True,False,10.941739609424447,False,False,False,False,unstable box motion,timeout,0.0,0.0,full,0.5243303082272294,0.9612646556452364,0.02705493634196028,0.01728206619986034,0.001490812137323831,0.032147299498319626
D0,7,learned,54,True,True,True,11.679305776761899,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4863359531545361,1.2434969451900522,0.019504941129054716,0.017742560043462703,0.001464740493862154,0.029933350160717964
D0,7,learned,55,True,True,True,10.533436401603291,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4252483777736942,1.264293204911614,0.01957558260506273,0.01748819509704922,0.00134545536879529,0.033104248344898224
D0,7,learned,56,True,True,True,15.676276448231054,False,False,False,False,,,5.009999999999938,0.0,full,0.5295575228792385,1.4527831122188495,0.021027809380256127,0.01765468623375662,0.0012000115646966264,0.023874076083302498
D0,7,learned,57,True,True,True,11.692316883394655,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5141180905828481,1.2082259258941315,0.02006999583811596,0.017731435807292136,0.001514566914755216,0.030435964465141296
D0,7,learned,58,True,True,True,12.86446570348743,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.44073145090136284,1.0827524946051303,0.018214256300729485,0.017711864340876456,0.0013841679278099159,0.02811593934893608
D0,7,learned,59,False,True,False,10.78205675075517,False,False,False,False,unstable box motion,timeout,0.0,0.0,full,0.5261049150037435,1.2326145627183616,0.029254757369697158,0.01713296924465495,0.0013643597848879705,0.03395534306764603
D0,7,learned,60,True,True,True,14.086694629430978,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5030441815117926,1.235296079410372,0.01948275542687428,0.01776425988526896,0.0014492696183612968,0.029452072456479073
D0,7,learned,61,True,True,True,11.734033416883053,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5389551631654701,1.197412975915647,0.021326859474922102,0.017415792380741542,0.001307396668855984,0.03366135060787201
D0,7,learned,62,True,True,True,10.685425707065182,False,False,False,False,,,5.009999999999938,0.0,full,0.37411391740488836,0.778022602554542,0.016785607672102063,0.017696167956550126,0.0014307435929910765,0.026830922812223434
D0,7,learned,63,True,True,True,12.663771905730812,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5180958832674765,1.1775949033705304,0.021350297818784846,0.017513632393068107,0.001337458298229837,0.032077692449092865
D0,7,learned,64,True,True,True,10.988311673493989,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4319834064826628,1.2497602045329117,0.021166591363729476,0.017543753564792007,0.0012909735969006755,0.0322180837392807
D0,7,learned,65,True,True,True,15.325854594125692,False,False,False,False,,,5.009999999999938,0.0,full,0.46955263519301244,1.3618770382643257,0.019816178913006164,0.017133977871666428,0.0011464113308700208,0.03715145215392113
D0,7,learned,66,True,True,True,12.692316218430872,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5144610774914211,1.2260844704151872,0.0201049556499225,0.017641959200402617,0.0014584148911006652,0.03141001611948013
D0,7,learned,67,True,True,True,11.3060469521969,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4243514781482216,1.2158876925074258,0.018326756551225967,0.017593772333450688,0.0013171019994461172,0.03121262788772583
D0,7,learned,68,True,True,True,15.300412660948595,False,False,False,False,,,5.009999999999938,0.0,full,0.41267677704972583,0.8528733183238331,0.018886086734182024,0.016872874460412583,0.0011556719589679,0.03758479654788971
D0,7,learned,69,True,True,True,13.054875509401919,False,False,False,False,,,5.009999999999938,0.0,warmup,0.49438308838503003,1.1989058255816771,0.021187243481448653,0.01768961181654884,0.0014203589558491017,0.030193928629159927
D0,7,learned,70,True,True,True,12.063556308318084,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.45607536866522447,1.0072921878164434,0.01929198388644422,0.01746336842826647,0.0013309223654960499,0.030465569347143173
D0,7,learned,71,False,True,False,15.414362853384239,False,False,False,False,unstable box motion,timeout,4.669999999999945,0.0,full,0.4890386342296652,1.3446198045538313,0.022942870822692422,0.017008611526595534,0.0011970157245689604,0.037140797823667526
D0,7,learned,72,True,True,True,11.270971280103051,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5181769401123936,1.2214768875486623,0.021356463582305935,0.017605679076600638,0.0013933912368547343,0.03186662122607231
D0,7,learned,73,True,True,True,12.736603468096263,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.47561330230223386,1.274057400905906,0.019856952523528,0.017728183705337453,0.0015055631794222118,0.029056159779429436
D0,7,learned,74,False,True,False,16.180415165034134,False,False,False,False,unstable box motion,timeout,0.0,0.0,full,0.6302656463012763,1.2363069994594955,14.6327970986575,0.019791783866214753,0.0129219039939926,0.10338595509529114
D0,7,learned,75,True,True,True,11.46328671506398,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5128891502103221,1.1693339809485719,0.021430317067542396,0.01762427206350385,0.0013999565981346399,0.031098902225494385
D0,7,learned,76,True,True,True,13.69060133638699,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5029775957233502,1.1173203785729031,0.020728214506649086,0.017707662033381887,0.001447717698379186,0.029366038739681244
D0,7,learned,77,True,True,True,13.003672079632441,False,False,False,False,,,5.009999999999938,0.0,full,0.6217022090206814,1.178149402500111,0.02165438332321388,0.01740187690848099,0.001382198506968733,0.03211914747953415
D0,7,learned,78,True,True,True,11.603401880373767,False,False,False,False,,,5.009999999999938,0.0,warmup,0.48107140492051537,1.2237028225935525,0.02094225268285731,0.017652753650588805,0.0013941785402631047,0.031008418649435043
D0,7,learned,79,True,True,True,13.348226280684681,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5582002597826974,1.2360374228455522,0.022490141471610905,0.017575787210196897,0.001434225075254359,0.03114883229136467
D0,7,learned,80,True,True,True,16.823043832446874,False,False,False,False,,,5.009999999999938,0.0,full,0.5342840136425704,1.0989328427743525,0.019265729967126298,0.017577795031545808,0.001264268696723113,0.02472081407904625
D0,7,learned,81,True,True,True,11.72145821451911,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5198020969208147,1.2222703211615975,0.021301602118081443,0.017624589362232265,0.0014257247808512734,0.03165259584784508
D0,7,learned,82,True,True,True,12.28374615997284,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5418115409414938,1.2476588704407745,0.02514490619086036,0.017827936128742953,0.001586845916690641,0.028115076944231987
D0,7,learned,83,True,True,True,11.432222569250008,False,False,False,False,,,5.009999999999938,0.0,full,0.48067514698452624,1.3134212480291771,0.019754032003800607,0.017230192314817462,0.001192361483568859,0.034774310886859894
D0,7,learned,84,True,True,True,13.611282964741937,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5182181653316911,1.240184064601315,0.019839720014565077,0.017613893468103346,0.0013813690037286492,0.030546734109520912
D0,7,learned,85,True,True,True,11.362271672435368,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4215685252329265,1.096261173554801,0.01699362350134657,0.017705093574100585,0.001388796390775945,0.0278557687997818
D0,7,learned,86,True,True,True,13.022657527248013,False,False,False,False,,,5.009999999999938,0.0,full,0.45929631408227567,1.3403272016459777,0.02045170967729521,0.017663738679195944,0.001382822522506329,0.02956819348037243
D0,7,learned,87,True,True,True,13.006285696386435,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5101437457234121,1.2259015013553074,0.020696606225999628,0.017616801267392016,0.0013765386892594196,0.031185254454612732
D0,7,learned,88,True,True,True,13.599701085975859,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.510237487959977,1.36657991163753,0.021579634985585266,0.01763648866485168,0.0013693266597813933,0.03066735342144966
D0,7,learned,89,True,True,True,13.684309234666074,False,False,False,False,,,5.009999999999938,0.0,full,0.670320389540348,1.0790204426581789,0.02073485268711269,0.017707832503976697,0.0014655019264645337,0.029053008183836937
D0,7,learned,90,True,True,True,12.426441717807599,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4871652420600959,1.1732984908471253,0.01928506788758929,0.01759763844636724,0.0014086084711002745,0.031601566821336746
D0,7,learned,91,True,True,True,13.420954228550041,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5063899162248642,1.2129222183053707,0.01901451721663085,0.017717439237038956,0.0014305533275074623,0.027954673394560814
D0,7,learned,92,True,True,True,15.375024908770259,False,False,False,False,,,5.009999999999938,0.0,full,0.39331817024535876,1.05629062348945,0.02176223345254707,0.016963487466889932,0.00116360016395447,0.03802229464054108
D0,7,learned,93,True,True,True,12.059310867495586,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4809392138214365,1.1890876549511458,0.01963044232721842,0.01758168626333068,0.001374728340041739,0.03186386078596115
D0,7,learned,94,True,True,True,11.20696346874741,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5615218737550742,1.3768853723217598,0.02208459014552098,0.017270601959664112,0.0012411948305788992,0.03449252247810364
D0,7,learned,95,True,True,True,10.85652879249481,False,False,False,False,,,5.009999999999938,0.0,full,0.6818918618697445,0.7643543624064467,0.01790093659331931,0.016921509531085052,0.0012982508194897874,0.034566134214401245
D0,7,learned,96,True,True,True,11.502307339668844,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5053135879878038,1.1841457332405028,0.019979011064314423,0.017662736741539672,0.0014772661592049677,0.031335193663835526
D0,7,learned,97,False,True,False,11.263378907346702,False,False,False,False,unstable box motion,timeout,0.3100000000000001,0.0,intermediate,0.5212111576019438,1.2965194086396024,0.02625255520975545,0.01733060552327016,0.0013668678219047642,0.03200703114271164
D0,7,learned,98,True,True,True,14.244291766697604,False,False,False,False,,,5.009999999999938,0.0,full,0.3626765151612195,1.1750646730460341,0.018802695314935846,0.01730310950979747,0.00123033806348914,0.034827716648578644
D0,7,learned,99,True,True,True,13.744471371872764,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4854086464968972,1.192907376054963,0.01923703499566845,0.017737548858761294,0.0014275734191529367,0.02950410358607769
D0,7,zero,0,True,True,True,11.738354911025425,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5128083197961336,1.1512648415214817,0.020524704885670875,0.0,0.0,0.0
D0,7,zero,1,True,True,True,10.830579550058902,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5583821710176411,1.2738890168815886,0.021524058705885075,0.0,0.0,0.0
D0,7,zero,2,True,True,True,14.616173209565286,False,False,False,False,,,5.009999999999938,0.0,full,0.42594280942227786,0.9534267532589371,0.01892775203049847,0.0,0.0,0.0
D0,7,zero,3,True,True,True,11.568182226702957,False,False,False,False,,,5.009999999999938,0.0,warmup,0.509978780669319,1.1525834806578006,0.019745057731862987,0.0,0.0,0.0
D0,7,zero,4,True,True,True,12.364718741778496,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5696580900535205,1.2016692008919285,0.022633081379030535,0.0,0.0,0.0
D0,7,zero,5,True,True,True,13.186414426163863,False,False,False,False,,,5.009999999999938,0.0,full,0.4265115823194439,1.437154991672124,0.01958959302918034,0.0,0.0,0.0
D0,7,zero,6,True,True,True,12.46223287268657,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5075895884587166,1.2407813524535225,0.020192722766563982,0.0,0.0,0.0
D0,7,zero,7,True,True,True,12.261601811426459,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.48690102169905397,1.038737655570714,0.01861121414637554,0.0,0.0,0.0
D0,7,zero,8,True,True,True,14.926811516078901,False,False,False,False,,,5.009999999999938,0.0,full,0.505785052514625,1.5431761150884702,0.020777114905751404,0.0,0.0,0.0
D0,7,zero,9,True,True,True,12.771315230132634,False,False,False,False,,,5.009999999999938,0.0,warmup,0.49479990440431754,1.1688952171756082,0.019264537339446296,0.0,0.0,0.0
D0,7,zero,10,True,True,True,12.521168372504572,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5579570453338745,1.2889912019305365,0.02131871344685938,0.0,0.0,0.0
D0,7,zero,11,True,True,True,13.487418966169331,False,False,False,False,,,5.009999999999938,0.0,full,0.637714525300757,1.1834188609198721,0.021447244954935992,0.0,0.0,0.0
D0,7,zero,12,True,True,True,11.846786047031546,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5009263118149376,1.2188247958799947,0.01921838984294255,0.0,0.0,0.0
D0,7,zero,13,True,True,True,11.137920408588595,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5721493389616075,1.0132527290956106,0.020717342775059128,0.0,0.0,0.0
D0,7,zero,14,False,True,False,15.155238321123084,False,False,False,False,unstable box motion,timeout,0.03,0.0,full,0.47084174840317594,1.1668854451158555,0.026557507917864553,0.0,0.0,0.0
D0,7,zero,15,True,True,True,12.399727102133248,False,False,False,False,,,5.009999999999938,0.0,warmup,0.48738766261608873,1.2336237205624674,0.019552985343880152,0.0,0.0,0.0
D0,7,zero,16,True,True,True,10.543584403839262,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.44463355547976935,1.2760410585312312,0.020276664806378623,0.0,0.0,0.0
D0,7,zero,17,True,True,True,15.672199567182052,False,False,False,False,,,5.009999999999938,0.0,full,0.545833674323523,1.1579762526510662,0.017107805017850253,0.0,0.0,0.0
D0,7,zero,18,True,True,True,11.322579746573014,False,False,False,False,,,5.009999999999938,0.0,warmup,0.49298274539423165,1.2346759141610777,0.01925566826692108,0.0,0.0,0.0
D0,7,zero,19,True,True,True,11.155680855521663,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4838916734878356,1.3374730526845824,0.024876101120294845,0.0,0.0,0.0
D0,7,zero,20,True,True,True,13.026208480181129,False,False,False,False,,,5.009999999999938,0.0,full,0.5020057240424289,0.7954649007207342,0.01789318386298323,0.0,0.0,0.0
D0,7,zero,21,True,True,True,12.683176769608474,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4904104543646842,1.1673474497063143,0.018642198329941247,0.0,0.0,0.0
D0,7,zero,22,True,True,True,10.681627400806933,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.4526350727341898,1.1252112590506311,0.018561166107325437,0.0,0.0,0.0
D0,7,zero,23,True,True,True,16.48203204477007,False,False,False,False,,,5.009999999999938,0.0,full,0.4904961771661215,1.343875645190756,0.019752857920643112,0.0,0.0,0.0
D0,7,zero,24,True,True,True,11.429635162153506,False,False,False,False,,,5.009999999999938,0.0,warmup,0.5109693765412465,1.211283449106051,0.019960664302061885,0.0,0.0,0.0
D0,7,zero,25,True,True,True,11.548916252243453,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5317344461251952,1.0067531604749642,0.023471311417128774,0.0,0.0,0.0
D0,7,zero,26,True,True,True,13.734417413825255,False,False,False,False,,,5.009999999999938,0.0,full,0.5135364956319597,0.9791037239291087,0.019078146087533176,0.0,0.0,0.0
D0,7,zero,27,True,True,True,13.644535779155124,False,False,False,False,,,5.009999999999938,0.0,warmup,0.48896578770858773,1.2364416551319382,0.019642584295162437,0.0,0.0,0.0
D0,7,zero,28,True,True,True,12.733471125530139,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.46606083056516756,1.0333475627374389,0.018909839435079328,0.0,0.0,0.0
D0,7,zero,29,True,True,True,12.599032010864597,False,False,False,False,,,5.009999999999938,0.0,full,0.4781300590747878,1.1076903259488948,0.017900430311176076,0.0,0.0,0.0
D0,7,zero,30,True,True,True,12.103391048363374,False,False,False,False,,,5.009999999999938,0.0,warmup,0.500472282046089,1.2042566690466316,0.02134140268833359,0.0,0.0,0.0
D0,7,zero,31,True,True,True,9.765438339959955,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.42123466907856777,1.253002323925152,0.02106934490308074,0.0,0.0,0.0
D0,7,zero,32,True,True,True,15.514522121129373,False,False,False,False,,,5.009999999999938,0.0,full,0.49655863214725254,1.0809459611070078,0.020464976506717518,0.0,0.0,0.0
D0,7,zero,33,True,True,True,12.160583709270684,False,False,False,False,,,5.009999999999938,0.0,warmup,0.4824355574271533,1.21891463319844,0.01879245097104759,0.0,0.0,0.0
D0,7,zero,34,True,True,True,12.147443313738606,False,False,False,False,,,5.009999999999938,0.0,intermediate,0.5593516103811621,1.3360529847388807,0.024879432704356705,0.0,0.0,0.0
D0,7,zero,35,True,True,True,13.55928262275364,False,False,False,False,,,5.009999999999938,0.0,full,0.5821520363062294,0.9352893720189832,0.018317930834546144,0.0,0.0,0.0
